run_id,benchmark,sf,query,storage,n_reps,min_ms,avg_ms,elapsed_s,num_samples,num_steady_samples,avg_power_w,max_power_w,max_mem_mb,avg_gpu_util,max_gpu_util,gpu_energy_j,avg_cpu_pkg_w,avg_cpu_dram_w,cpu_energy_j,status
h2o_sf2gb_cpu_q1,h2o,2gb,q1,cpu,80,110.608,122.8,99.10,1369,1164,62.6,116.5,40770,7.4,100,6.9,0.0,0.0,0.0,OK
h2o_sf2gb_cpu_q3,h2o,2gb,q3,cpu,24,407.717,469.0,55.05,754,544,65.3,189.4,40776,13.4,100,26.6,0.0,0.0,0.0,OK
h2o_sf2gb_cpu_q5,h2o,2gb,q5,cpu,65,137.757,167.9,89.52,1231,1022,63.3,165.2,40774,7.5,100,8.7,0.0,0.0,0.0,OK
h2o_sf3gb_cpu_q1,h2o,3gb,q1,cpu,59,165.525,187.7,121.87,1680,1394,62.6,130.7,40770,6.7,100,10.4,0.0,0.0,0.0,OK
h2o_sf3gb_cpu_q3,h2o,3gb,q3,cpu,17,531.554,645.8,69.01,943,655,65.5,170.8,40776,10.6,100,34.8,0.0,0.0,0.0,OK
h2o_sf3gb_cpu_q5,h2o,3gb,q5,cpu,45,220.757,253.9,103.13,1420,1129,63.4,185.5,40774,7.3,100,14.0,0.0,0.0,0.0,OK
h2o_sf4gb_cpu_q1,h2o,4gb,q1,cpu,38,219.845,246.0,113.09,1565,1208,62.5,131.3,40770,6.8,100,13.7,0.0,0.0,0.0,OK
h2o_sf4gb_cpu_q3,h2o,4gb,q3,cpu,15,676.744,854.1,88.95,1225,868,64.3,183.0,40776,9.1,100,43.5,0.0,0.0,0.0,OK
h2o_sf4gb_cpu_q5,h2o,4gb,q5,cpu,35,289.48,330.5,112.03,1548,1177,63.2,195.6,40774,7.1,100,18.3,0.0,0.0,0.0,OK
microbench_tpch_sf1_cpu_w1_002,microbench_tpch,1,w1_002,cpu,1000,0.478,0.5,4.84,53,53,62.7,68.0,40768,30.4,100,0.0,0.0,0.0,0.0,OK
microbench_tpch_sf1_cpu_w3_001,microbench_tpch,1,w3_001,cpu,1000,0.286,0.3,4.38,50,14,64.7,67.6,40772,69.4,100,0.0,0.0,0.0,0.0,OK
microbench_tpch_sf1_cpu_w5a_029,microbench_tpch,1,w5a_029,cpu,1000,0.431,0.5,4.52,51,16,64.9,67.2,40770,65.1,100,0.0,0.0,0.0,0.0,OK
microbench_tpch_sf5_cpu_w1_002,microbench_tpch,5,w1_002,cpu,1000,5.977,6.5,176.46,2427,2426,61.9,66.7,40768,3.6,100,0.4,0.0,0.0,0.0,OK
microbench_tpch_sf5_cpu_w3_001,microbench_tpch,5,w3_001,cpu,1000,1.548,1.7,34.95,461,275,63.3,67.7,40772,10.7,100,0.1,0.0,0.0,0.0,OK
microbench_tpch_sf5_cpu_w5a_029,microbench_tpch,5,w5a_029,cpu,699,14.246,14.6,178.61,2470,2294,65.8,112.6,40770,5.9,100,0.9,0.0,0.0,0.0,OK
microbench_tpch_sf10_cpu_w1_002,microbench_tpch,10,w1_002,cpu,641,15.203,18.5,312.59,4332,4328,61.8,66.0,40768,2.4,100,0.9,0.0,0.0,0.0,OK
microbench_tpch_sf10_cpu_w3_001,microbench_tpch,10,w3_001,cpu,1000,2.758,3.0,62.80,837,589,63.3,68.2,40772,8.2,100,0.2,0.0,0.0,0.0,OK
microbench_tpch_sf10_cpu_w5a_029,microbench_tpch,10,w5a_029,cpu,251,36.738,42.6,151.56,2093,1811,64.9,148.5,40770,5.9,100,2.4,0.0,0.0,0.0,OK
microbench_tpch_sf20_cpu_w1_002,microbench_tpch,20,w1_002,cpu,331,29.949,36.0,354.01,4891,4855,61.7,67.8,40768,2.0,100,1.8,0.0,0.0,0.0,OK
microbench_tpch_sf20_cpu_w3_001,microbench_tpch,20,w3_001,cpu,1000,5.135,5.4,130.33,1760,1358,63.0,72.4,40772,5.6,100,0.3,0.0,0.0,0.0,OK
microbench_tpch_sf20_cpu_w5a_029,microbench_tpch,20,w5a_029,cpu,110,75.708,86.8,144.89,1970,1904,65.7,200.1,40770,4.9,100,5.0,0.0,0.0,0.0,OK
microbench_h2o_sf1gb_cpu_w1_001,microbench_h2o,1gb,w1_001,cpu,776,12.46,15.9,382.30,5309,5304,61.7,67.6,40768,1.5,100,0.8,0.0,0.0,0.0,OK
microbench_h2o_sf1gb_cpu_w3_016,microbench_h2o,1gb,w3_016,cpu,179,55.591,62.0,106.20,1462,1332,63.7,106.1,40770,7.2,100,3.5,0.0,0.0,0.0,OK
microbench_h2o_sf1gb_cpu_w6_022,microbench_h2o,1gb,w6_022,cpu,112,89.228,101.6,76.31,1048,915,75.2,232.0,40766,11.6,100,6.7,0.0,0.0,0.0,OK
microbench_h2o_sf2gb_cpu_w1_001,microbench_h2o,2gb,w1_001,cpu,405,23.999,30.1,396.80,5535,5527,61.1,65.0,40768,1.4,100,1.5,0.0,0.0,0.0,OK
microbench_h2o_sf2gb_cpu_w3_016,microbench_h2o,2gb,w3_016,cpu,87,110.063,123.1,109.17,1513,1302,63.2,122.8,40770,7.0,100,7.0,0.0,0.0,0.0,OK
microbench_h2o_sf2gb_cpu_w6_022,microbench_h2o,2gb,w6_022,cpu,54,180.041,199.4,80.01,1105,900,73.3,245.8,40766,11.3,100,13.2,0.0,0.0,0.0,OK
microbench_h2o_sf3gb_cpu_w1_001,microbench_h2o,3gb,w1_001,cpu,260,35.847,46.1,389.57,5434,5427,61.0,64.7,40768,1.4,100,2.2,0.0,0.0,0.0,OK
microbench_h2o_sf3gb_cpu_w3_016,microbench_h2o,3gb,w3_016,cpu,61,165.848,190.0,121.97,1683,1391,63.5,131.9,40770,7.0,100,10.5,0.0,0.0,0.0,OK
microbench_h2o_sf3gb_cpu_w6_022,microbench_h2o,3gb,w6_022,cpu,37,271.214,300.5,90.51,1244,961,74.4,267.1,40766,11.3,100,20.2,0.0,0.0,0.0,OK
microbench_h2o_sf4gb_cpu_w1_001,microbench_h2o,4gb,w1_001,cpu,180,48.189,60.5,363.65,5048,5009,61.9,65.9,40768,1.4,100,3.0,0.0,0.0,0.0,OK
microbench_h2o_sf4gb_cpu_w3_016,microbench_h2o,4gb,w3_016,cpu,41,219.266,244.7,116.96,1618,1255,63.0,137.1,40770,7.0,100,13.8,0.0,0.0,0.0,OK
microbench_h2o_sf4gb_cpu_w6_022,microbench_h2o,4gb,w6_022,cpu,26,357.557,395.7,95.56,1310,955,71.8,276.2,40766,10.4,100,25.7,0.0,0.0,0.0,OK
