config,cpu_freq_khz,gpu_clk,engine,avg_cpu_dram_w,avg_cpu_pkg_w,avg_gpu_util,avg_ms,avg_power_w,avg_s,benchmark,cpu_energy_j,elapsed_s,energy_j,gpu_energy_j,max_gpu_util,max_mem_mb,max_power_w,min_ms,min_s,n_reps,num_samples,num_steady_samples,query,run_id,sf,status,storage
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,75.2,3.1,144.2,,tpch,0.2,40.31,0.4,,77,6565,147.6,3,,3334,375,308,q3,tpch_sf1_q3,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,77.3,2.0,159.5,,tpch,0.1,47.89,0.3,,78,6563,161.8,2,,5000,445,373,q4,tpch_sf1_q4,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,63.9,4.1,145.1,,tpch,0.2,36.07,0.6,,65,6563,147.8,4,,2500,339,267,q5,tpch_sf1_q5,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,77.1,1.2,162.8,,tpch,0.1,68.40,0.2,,80,6561,165.1,1,,10000,646,576,q6,tpch_sf1_q6,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,55.0,4.2,125.8,,tpch,0.2,39.38,0.5,,56,6563,128.0,4,,2500,366,295,q7,tpch_sf1_q7,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,56.4,4.1,129.8,,tpch,0.2,38.70,0.5,,59,6563,131.4,4,,2500,356,282,q8,tpch_sf1_q8,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,71.7,5.1,154.8,,tpch,0.3,33.43,0.8,,72,6565,159.2,5,,2000,308,243,q9,tpch_sf1_q9,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,60.8,4.1,131.4,,tpch,0.2,34.86,0.5,,62,6565,133.8,4,,2500,324,253,q10,tpch_sf1_q10,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,36.5,4.3,114.5,,tpch,0.2,25.22,0.5,,38,3453,116.6,4,,2500,239,165,q11,tpch_sf1_q11,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,60.0,4.1,133.7,,tpch,0.2,34.40,0.4,,61,6563,137.3,3,,2500,323,257,q12,tpch_sf1_q12,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.3,86.6,15.4,227.7,,tpch,0.8,19.82,3.4,,87,3453,235.4,15,,667,187,115,q13,tpch_sf1_q13,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,59.0,3.1,130.0,,tpch,0.2,37.37,0.4,,61,6561,131.8,3,,3334,352,275,q14,tpch_sf1_q14,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,56.7,3.2,127.7,,tpch,0.2,37.20,0.4,,58,6567,130.2,3,,3334,351,278,q15,tpch_sf1_q15,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.3,79.1,20.7,95.2,,tpch,1.1,19.42,1.9,,81,3449,97.3,20,,477,184,111,q16,tpch_sf1_q16,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,47.0,6.6,113.9,,tpch,0.3,29.20,0.7,,49,6567,115.3,6,,1667,277,202,q17,tpch_sf1_q17,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,74.6,5.1,149.8,,tpch,0.3,30.47,0.7,,76,6565,153.0,5,,2000,281,207,q18,tpch_sf1_q18,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,75.4,19.3,196.7,,tpch,1.0,22.44,3.7,,78,6561,200.2,19,,527,212,139,q19,tpch_sf1_q19,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,52.7,6.9,117.6,,tpch,0.3,31.07,0.7,,55,6563,119.4,6,,1667,293,219,q20,tpch_sf1_q20,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,89.3,64.3,202.0,,tpch,3.4,19.72,12.5,,91,12791,210.5,62,,162,184,113,q21,tpch_sf1_q21,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,18.3,6.1,75.3,,tpch,0.3,29.92,0.4,,19,3453,77.0,5,,2000,287,214,q22,tpch_sf1_q22,1,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,88.0,9.1,185.4,,tpch,0.5,28.62,1.7,,89,12789,188.4,9,,1112,262,188,q1,tpch_sf2_q1,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,33.1,6.7,80.9,,tpch,0.3,26.51,0.5,,55,6563,84.7,6,,1667,253,185,q2,tpch_sf2_q2,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,53.9,85.6,4.1,161.8,,tpch,0.2,48.40,0.6,,87,12789,165.3,4,,2500,432,361,q3,tpch_sf2_q3,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,87.1,3.1,173.7,,tpch,0.2,55.43,0.5,,88,12787,175.9,3,,3334,492,417,q4,tpch_sf2_q4,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,78.0,6.1,168.4,,tpch,0.3,38.45,1.0,,80,12787,171.2,6,,1667,349,278,q5,tpch_sf2_q5,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,88.5,1.2,178.6,,tpch,0.1,61.54,0.2,,90,12785,180.6,1,,5000,574,497,q6,tpch_sf2_q6,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,70.3,5.7,148.6,,tpch,0.3,45.89,0.7,,73,12787,151.0,5,,2000,423,347,q7,tpch_sf2_q7,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,72.2,5.2,155.2,,tpch,0.3,45.69,0.8,,74,12787,156.6,5,,2000,417,335,q8,tpch_sf2_q8,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,82.7,8.0,176.5,,tpch,0.4,34.66,1.2,,84,12789,181.5,7,,1250,319,250,q9,tpch_sf2_q9,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,74.7,5.1,153.0,,tpch,0.3,41.79,0.8,,76,12789,155.7,5,,2000,379,309,q10,tpch_sf2_q10,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.3,51.5,5.9,150.3,,tpch,0.3,22.52,0.8,,53,6565,153.5,5,,1667,213,140,q11,tpch_sf2_q11,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,74.7,4.6,158.0,,tpch,0.2,49.17,0.6,,76,12787,160.0,4,,2500,441,367,q12,tpch_sf2_q12,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.4,92.6,29.7,243.8,,tpch,1.6,19.60,7.1,,93,6565,252.3,29,,345,184,110,q13,tpch_sf2_q13,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,74.0,4.1,150.4,,tpch,0.2,42.25,0.6,,76,12785,154.1,4,,2500,387,320,q14,tpch_sf2_q14,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.0,71.6,3.4,150.4,,tpch,0.2,52.83,0.5,,74,12791,153.0,3,,3334,493,417,q15,tpch_sf2_q15,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.3,82.0,23.5,122.1,,tpch,1.2,19.97,2.8,,84,6561,124.6,23,,435,189,116,q16,tpch_sf2_q16,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,62.1,7.4,137.3,,tpch,0.4,33.87,1.0,,64,12791,139.6,7,,1429,313,242,q17,tpch_sf2_q17,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.1,84.9,8.1,163.8,,tpch,0.4,32.61,1.3,,86,12789,168.8,8,,1250,299,231,q18,tpch_sf2_q18,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.3,85.3,34.4,218.5,,tpch,1.8,22.30,7.4,,87,12785,224.3,34,,295,209,137,q19,tpch_sf2_q19,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,67.0,8.2,140.4,,tpch,0.4,33.42,1.1,,68,12787,142.7,8,,1250,311,235,q20,tpch_sf2_q20,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.3,94.3,124.1,219.0,,tpch,6.5,19.83,26.1,,96,14347,222.9,119,,84,186,104,q21,tpch_sf2_q21,2,OK,gpu
cpu_low,1800000,auto,maximus_gpu,1.8,54.2,26.3,6.2,88.2,,tpch,0.3,28.66,0.5,,28,6565,89.5,6,,1667,272,198,q22,tpch_sf2_q22,2,OK,gpu
cpu_low,1800000,auto,sirius,1.8,53.8,1.0,,51.4,0.0018,clickbench,0.05,21.53,,0.05,1,283,51.7,,0.0010,5000,211,9,q0,clickbench_sf5_q0,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,1.5,,53.1,0.0037,clickbench,0.16,24.95,,0.16,5,15841,53.5,,0.0030,3334,243,128,q1,clickbench_sf5_q1,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,19.4,,63.3,0.0058,clickbench,0.16,18.83,,0.19,25,15841,67.1,,0.0030,1000,180,62,q10,clickbench_sf5_q10,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,27.3,,66.1,0.0070,clickbench,0.16,18.76,,0.20,48,15841,71.2,,0.0030,834,181,67,q11,clickbench_sf5_q11,5,OK,
cpu_low,1800000,auto,sirius,1.8,54.2,20.3,,70.6,0.0055,clickbench,0.16,19.20,,0.21,37,15841,77.1,,0.0030,1112,185,72,q12,clickbench_sf5_q12,5,OK,
cpu_low,1800000,auto,sirius,1.8,55.5,65.6,,104.4,0.0149,clickbench,0.17,17.29,,0.31,87,15841,128.0,,0.0030,278,166,46,q13,clickbench_sf5_q13,5,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,8.3,,58.9,0.0060,clickbench,0.22,19.01,,0.24,38,15841,78.7,,0.0040,1000,183,183,q14,clickbench_sf5_q14,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,1.5,,51.4,0.0065,clickbench,0.32,12.90,,0.31,29,15815,55.7,,0.0060,1667,122,91,q15,clickbench_sf5_q15,5,OK,
cpu_low,1800000,auto,sirius,1.9,60.7,11.6,,57.4,0.0098,clickbench,0.55,13.38,,0.52,48,15823,77.8,,0.0090,910,126,11,q16,clickbench_sf5_q16,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,0.0,,52.4,0.0082,clickbench,0.38,13.41,,0.37,0,15807,73.2,,0.0070,1250,126,126,q17,clickbench_sf5_q17,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,19.2,,59.4,0.0160,clickbench,0.81,13.77,,0.89,55,15841,94.4,,0.0150,625,130,32,q18,clickbench_sf5_q18,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,2.3,,54.3,0.0032,clickbench,0.11,23.15,,0.11,9,15841,58.5,,0.0020,3334,225,202,q19,clickbench_sf5_q19,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.5,9.0,,51.4,0.0044,clickbench,0.21,12.81,,0.21,9,459,51.4,,0.0040,2500,121,1,q2,clickbench_sf5_q2,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,46.9,,130.2,0.0073,clickbench,0.32,24.16,,0.78,49,15841,138.2,,0.0060,1429,233,110,q20,clickbench_sf5_q20,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,41.6,,119.8,0.0093,clickbench,0.43,22.73,,0.96,46,15841,126.5,,0.0080,910,219,86,q21,clickbench_sf5_q21,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,58.2,,137.9,0.0161,clickbench,0.70,22.92,,1.79,61,15841,146.5,,0.0130,435,222,65,q22,clickbench_sf5_q22,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,37.9,,115.3,0.0092,clickbench,0.38,23.11,,0.81,42,15841,122.3,,0.0070,834,224,77,q23,clickbench_sf5_q23,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,3.8,,56.3,0.0059,clickbench,0.22,21.32,,0.23,10,15841,64.0,,0.0040,1429,205,205,q24,clickbench_sf5_q24,5,OK,
cpu_low,1800000,auto,sirius,1.8,54.1,67.3,,102.8,0.0112,clickbench,0.16,16.84,,0.31,85,15841,120.2,,0.0030,345,161,36,q25,clickbench_sf5_q25,5,OK,
cpu_low,1800000,auto,sirius,1.8,74.0,47.4,,89.0,0.0075,clickbench,0.22,17.41,,0.27,71,15841,98.5,,0.0030,589,168,47,q26,clickbench_sf5_q26,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,32.4,,97.9,0.0074,clickbench,0.27,20.24,,0.49,41,15841,107.5,,0.0050,834,195,58,q27,clickbench_sf5_q27,5,OK,
cpu_low,1800000,auto,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q28,clickbench_sf5_q28,5,FALLBACK,
cpu_low,1800000,auto,sirius,1.8,53.8,1.3,,52.1,0.0762,clickbench,3.93,15.37,,3.80,9,15841,55.5,,0.0730,136,147,117,q29,clickbench_sf5_q29,5,OK,
cpu_low,1800000,auto,sirius,1.8,52.8,3.0,,53.3,0.0037,clickbench,0.16,12.89,,0.16,3,5583,53.3,,0.0030,3334,120,1,q3,clickbench_sf5_q3,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,8.7,,61.5,0.0059,clickbench,0.22,20.68,,0.25,15,15841,68.5,,0.0040,1250,200,108,q30,clickbench_sf5_q30,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,5.8,,58.5,0.0059,clickbench,0.22,20.69,,0.23,13,15841,69.6,,0.0040,1250,200,177,q31,clickbench_sf5_q31,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,0.0,,53.3,0.0139,clickbench,0.70,13.40,,0.69,0,15825,91.0,,0.0130,715,125,125,q32,clickbench_sf5_q32,5,OK,
cpu_low,1800000,auto,sirius,1.9,57.8,23.9,,60.0,0.0143,clickbench,0.75,14.33,,0.78,69,15841,95.6,,0.0130,527,136,38,q33,clickbench_sf5_q33,5,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,2.4,,53.8,0.0198,clickbench,1.03,14.58,,1.02,73,15841,96.4,,0.0190,527,137,137,q34,clickbench_sf5_q34,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,0.5,,52.8,0.0110,clickbench,0.54,13.06,,0.53,7,15813,77.6,,0.0100,1000,122,99,q35,clickbench_sf5_q35,5,OK,
cpu_low,1800000,auto,sirius,1.8,54.1,26.7,,81.2,0.0080,clickbench,0.32,22.14,,0.49,31,15841,85.4,,0.0060,1000,214,86,q36,clickbench_sf5_q36,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,26.7,,86.3,0.0079,clickbench,0.32,21.98,,0.52,29,15841,88.5,,0.0060,1000,213,77,q37,clickbench_sf5_q37,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,5.8,,57.5,0.0062,clickbench,0.22,21.86,,0.23,8,15841,59.9,,0.0040,1250,213,102,q38,clickbench_sf5_q38,5,OK,
cpu_low,1800000,auto,sirius,1.8,54.3,10.3,,61.0,0.0087,clickbench,0.33,20.67,,0.37,39,15841,76.5,,0.0060,589,200,78,q39,clickbench_sf5_q39,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,2.9,,51.9,0.0049,clickbench,0.22,12.71,,0.21,24,15759,61.0,,0.0040,2000,119,96,q4,clickbench_sf5_q4,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,5.6,,58.7,0.0071,clickbench,0.27,21.96,,0.29,6,15841,60.1,,0.0050,1250,213,92,q40,clickbench_sf5_q40,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,7.3,,61.0,0.0061,clickbench,0.27,21.62,,0.30,8,15841,62.1,,0.0050,1429,209,85,q41,clickbench_sf5_q41,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,9.3,,64.2,0.0073,clickbench,0.32,22.02,,0.39,10,15841,65.0,,0.0060,1250,214,86,q42,clickbench_sf5_q42,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.6,17.5,,88.1,0.0349,clickbench,1.77,14.18,,2.91,22,15839,139.1,,0.0330,257,134,20,q5,clickbench_sf5_q5,5,OK,
cpu_low,1800000,auto,sirius,1.8,52.4,2.0,,52.6,0.0048,clickbench,0.21,12.73,,0.21,2,5583,52.6,,0.0040,2000,120,1,q6,clickbench_sf5_q6,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,2.1,,53.9,0.0042,clickbench,0.16,21.23,,0.16,3,15841,55.0,,0.0030,2000,206,84,q7,clickbench_sf5_q7,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.6,89.5,,157.8,0.0416,clickbench,2.20,14.25,,6.47,90,15841,178.4,,0.0410,244,135,11,q8,clickbench_sf5_q8,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.6,82.6,,142.3,0.0444,clickbench,2.36,14.40,,6.26,87,15841,173.0,,0.0440,228,138,16,q9,clickbench_sf5_q9,5,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,1.8,,51.2,0.0058,h2o,0.27,13.17,,0.26,17,15831,61.6,,0.0050,1667,124,97,q1,h2o_sf1gb_q1,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.7,46.0,,85.1,0.0123,h2o,0.59,14.29,,0.94,46,15815,92.7,,0.0110,910,135,7,q10,h2o_sf1gb_q10,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,54.6,6.2,,52.5,0.0068,h2o,0.33,13.49,,0.31,23,15841,61.1,,0.0060,1429,127,11,q2,h2o_sf1gb_q2,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,54.1,17.8,,59.5,0.0077,h2o,0.38,13.43,,0.42,39,15791,71.1,,0.0070,1250,127,17,q3,h2o_sf1gb_q3,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,1.0,,57.5,0.0062,h2o,0.27,13.17,,0.29,1,15779,62.4,,0.0050,1667,124,11,q4,h2o_sf1gb_q4,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.4,38.0,,71.2,0.0077,h2o,0.37,13.24,,0.50,38,5583,71.2,,0.0070,1250,126,1,q5,h2o_sf1gb_q5,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,2.0,,57.5,0.0088,h2o,0.43,13.24,,0.46,2,15835,63.5,,0.0080,1112,125,3,q6,h2o_sf1gb_q6,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,52.9,29.0,,66.3,0.0068,h2o,0.32,13.26,,0.40,29,5583,66.3,,0.0060,1667,124,1,q7,h2o_sf1gb_q7,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,0.8,,52.0,0.0114,h2o,0.59,13.43,,0.57,49,15819,78.8,,0.0110,910,126,97,q8,h2o_sf1gb_q8,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,46.0,,83.0,0.0190,h2o,0.97,13.81,,1.49,46,15835,87.2,,0.0180,556,129,3,q9,h2o_sf1gb_q9,1gb,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,1.4,,51.7,0.0072,h2o,0.32,13.71,,0.31,24,15839,70.8,,0.0060,1429,131,103,q1,h2o_sf2gb_q1,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,22.2,,65.7,0.0177,h2o,0.92,15.89,,1.12,65,15823,130.9,,0.0170,556,151,33,q10,h2o_sf2gb_q10,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,2.8,,53.0,0.0086,h2o,0.43,14.23,,0.42,26,15817,80.4,,0.0080,1250,134,111,q2,h2o_sf2gb_q2,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,60.0,,73.1,0.0115,h2o,0.59,14.27,,0.80,60,15839,88.7,,0.0110,910,133,11,q3,h2o_sf2gb_q3,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,54.1,0.0,,52.3,0.0078,h2o,0.38,13.63,,0.37,0,15805,71.2,,0.0070,1429,129,129,q4,h2o_sf2gb_q4,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,56.9,33.3,,63.1,0.0106,h2o,0.57,13.71,,0.63,55,15811,85.3,,0.0100,1000,129,6,q5,h2o_sf2gb_q5,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.6,40.0,,72.0,0.0122,h2o,0.64,13.82,,0.86,40,15835,85.5,,0.0120,834,131,4,q6,h2o_sf2gb_q6,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,26.0,,70.3,0.0086,h2o,0.43,13.88,,0.56,26,15829,83.3,,0.0080,1250,130,11,q7,h2o_sf2gb_q7,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,17.8,,71.9,0.0153,h2o,0.75,13.77,,1.01,62,15841,91.0,,0.0140,667,131,6,q8,h2o_sf2gb_q8,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,26.9,,67.0,0.0272,h2o,1.40,14.66,,1.74,64,15839,130.7,,0.0260,371,141,38,q9,h2o_sf2gb_q9,2gb,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,7.2,,63.1,0.0090,tpch,0.27,18.55,,0.32,44,15841,98.2,,0.0050,589,178,148,q01,tpch_sf1_q01,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,5.2,,54.6,0.0207,tpch,0.97,20.53,,0.98,24,15841,55.3,,0.0180,371,199,86,q02,tpch_sf1_q02,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,7.3,,58.3,0.0095,tpch,0.38,20.30,,0.41,15,15841,60.2,,0.0070,770,197,87,q03,tpch_sf1_q03,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,3.4,,55.9,0.0084,tpch,0.32,20.62,,0.34,10,15841,63.2,,0.0060,910,199,172,q04,tpch_sf1_q04,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,3.4,,55.3,0.0137,tpch,0.59,21.11,,0.61,5,15841,57.3,,0.0110,589,204,91,q05,tpch_sf1_q05,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,11.3,,67.6,0.0057,tpch,0.27,22.22,,0.34,14,15841,74.2,,0.0050,1667,215,122,q06,tpch_sf1_q06,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,3.1,,53.6,0.0166,tpch,0.75,20.59,,0.75,15,15841,57.6,,0.0140,455,199,177,q07,tpch_sf1_q07,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,2.6,,54.5,0.0178,tpch,0.86,21.28,,0.87,5,15841,56.2,,0.0160,455,206,80,q08,tpch_sf1_q08,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,6.7,,59.6,0.0142,tpch,0.65,20.57,,0.72,20,15841,63.8,,0.0120,527,199,86,q09,tpch_sf1_q09,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,6.2,,57.8,0.0127,tpch,0.54,20.30,,0.58,9,15841,60.4,,0.0100,556,196,81,q10,tpch_sf1_q10,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,1.6,,53.2,0.0071,tpch,0.27,33.12,,0.27,2,15841,54.6,,0.0050,1429,325,203,q11,tpch_sf1_q11,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,6.7,,60.1,0.0093,tpch,0.38,19.87,,0.42,10,15841,62.9,,0.0070,715,192,82,q12,tpch_sf1_q12,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.7,0.9,,52.7,0.0111,tpch,0.54,13.19,,0.53,9,15813,59.4,,0.0100,910,125,33,q13,tpch_sf1_q13,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,2.1,,53.7,0.0071,tpch,0.27,20.89,,0.27,12,15841,56.8,,0.0050,1112,202,177,q14,tpch_sf1_q14,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,3.1,,54.8,0.0093,tpch,0.38,20.71,,0.38,6,15841,55.6,,0.0070,834,201,87,q15,tpch_sf1_q15,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,18.5,,57.4,0.0140,tpch,0.43,17.34,,0.46,52,15841,63.4,,0.0080,323,167,73,q16,tpch_sf1_q16,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,6.3,,57.5,0.0100,tpch,0.38,20.70,,0.40,15,15841,69.1,,0.0070,770,199,176,q17,tpch_sf1_q17,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,21.6,,80.0,0.0132,tpch,0.59,20.68,,0.88,24,15841,85.3,,0.0110,589,199,86,q18,tpch_sf1_q18,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,4.5,,57.2,0.0103,tpch,0.43,20.05,,0.46,11,15841,62.1,,0.0080,625,193,107,q19,tpch_sf1_q19,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,2.8,,53.2,0.0143,tpch,0.65,20.60,,0.64,9,15841,56.3,,0.0120,527,200,169,q20,tpch_sf1_q20,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,8.7,,63.6,0.0168,tpch,0.75,18.98,,0.89,15,15841,67.2,,0.0140,358,183,59,q21,tpch_sf1_q21,1,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,3.1,,54.6,0.0119,tpch,0.54,21.52,,0.55,5,15841,55.6,,0.0100,715,210,88,q22,tpch_sf1_q22,1,OK,
cpu_low,1800000,auto,sirius,1.8,54.3,23.4,,92.8,0.0116,tpch,0.27,18.44,,0.46,46,15841,133.3,,0.0050,400,177,60,q01,tpch_sf2_q01,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,4.3,,56.1,0.0210,tpch,0.97,20.68,,1.01,6,15841,57.6,,0.0180,371,201,87,q02,tpch_sf2_q02,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,10.9,,66.3,0.0100,tpch,0.43,21.01,,0.53,13,15841,68.8,,0.0080,770,204,74,q03,tpch_sf2_q03,2,OK,
cpu_low,1800000,auto,sirius,1.8,-11770.1,9.5,,66.3,0.0093,tpch,-82.39,20.96,,0.46,17,15841,74.7,,0.0070,834,203,104,q04,tpch_sf2_q04,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,3.2,,54.0,0.0135,tpch,0.59,20.73,,0.59,28,15841,62.0,,0.0110,556,200,169,q05,tpch_sf2_q05,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,26.8,,91.6,0.0068,tpch,0.32,22.70,,0.55,28,15841,93.2,,0.0060,1429,219,93,q06,tpch_sf2_q06,2,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,6.0,,57.3,0.0173,tpch,0.81,20.88,,0.86,10,15841,61.9,,0.0150,435,201,117,q07,tpch_sf2_q07,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,2.9,,53.2,0.0176,tpch,0.86,21.40,,0.85,11,15841,58.1,,0.0160,435,208,182,q08,tpch_sf2_q08,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,9.6,,68.8,0.0147,tpch,0.65,20.51,,0.83,17,15841,73.1,,0.0120,477,198,66,q09,tpch_sf2_q09,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.9,8.7,,62.0,0.0135,tpch,0.54,20.57,,0.62,14,15841,67.5,,0.0100,500,198,91,q10,tpch_sf2_q10,2,OK,
cpu_low,1800000,auto,sirius,1.8,53.8,1.6,,53.6,0.0073,tpch,0.27,33.56,,0.27,9,15841,56.3,,0.0050,1429,331,301,q11,tpch_sf2_q11,2,OK,
cpu_low,1800000,auto,sirius,1.8,54.0,11.4,,68.2,0.0104,tpch,0.38,20.49,,0.48,15,15841,73.9,,0.0070,667,197,82,q12,tpch_sf2_q12,2,OK,
