power_limit_w,sm_clock_mhz,engine,benchmark,sf,query,min_ms,avg_power_w,max_power_w,energy_j,cpu_energy_j,avg_gpu_util,status
250,1800,maximus,h2o,1gb,q1,12,36.9,37.3,0.4,1.3,4.1,OK
250,1800,maximus,h2o,1gb,q2,20,37.9,38.4,0.8,2.2,6.7,OK
250,1800,maximus,h2o,1gb,q3,23,38.9,39.5,0.9,2.5,8.9,OK
250,1800,maximus,h2o,1gb,q4,19,37.1,37.5,0.7,2.1,6.0,OK
250,1800,maximus,h2o,1gb,q5,21,38.6,39.2,0.8,2.3,8.0,OK
250,1800,maximus,h2o,1gb,q6,208,75.1,80.2,15.6,22.5,64.5,OK
250,1800,maximus,h2o,1gb,q7,17,38.5,39.0,0.7,1.9,5.9,OK
250,1800,maximus,h2o,1gb,q9,21,38.9,39.5,0.8,2.3,8.0,OK
250,1800,maximus,h2o,1gb,q10,50,40.6,41.8,2.0,5.5,12.2,OK
250,1800,maximus,h2o,2gb,q1,23,37.0,37.8,0.9,2.5,3.2,OK
250,1800,maximus,h2o,2gb,q2,39,37.4,38.5,1.5,-149.5,5.7,OK
250,1800,maximus,h2o,2gb,q3,44,38.1,39.3,1.7,4.8,5.6,OK
250,1800,maximus,h2o,2gb,q4,38,36.8,37.4,1.4,4.2,5.0,OK
250,1800,maximus,h2o,2gb,q5,42,38.0,39.0,1.6,4.6,7.4,OK
250,1800,maximus,h2o,2gb,q6,420,71.8,89.5,30.1,46.2,62.4,OK
250,1800,maximus,h2o,2gb,q7,33,38.0,39.1,1.3,3.6,4.6,OK
250,1800,maximus,h2o,2gb,q9,42,38.2,39.3,1.6,4.6,5.2,OK
250,1800,maximus,h2o,2gb,q10,98,40.3,41.6,3.9,10.8,10.7,OK
250,1800,maximus,tpch,1,q1,29,37.4,38.4,1.1,3.2,5.7,OK
250,1800,maximus,tpch,1,q2,6,35.5,36.7,0.2,0.7,8.0,OK
250,1800,maximus,tpch,1,q3,21,35.8,36.4,0.8,2.3,3.6,OK
250,1800,maximus,tpch,1,q4,13,35.7,36.1,0.5,1.4,2.1,OK
250,1800,maximus,tpch,1,q5,22,36.0,36.5,0.8,2.4,3.3,OK
250,1800,maximus,tpch,1,q6,15,35.5,35.9,0.5,1.6,2.1,OK
250,1800,maximus,tpch,1,q7,23,35.7,36.3,0.8,2.5,3.0,OK
250,1800,maximus,tpch,1,q8,26,35.8,36.3,0.9,2.8,3.0,OK
250,1800,maximus,tpch,1,q9,34,36.4,37.0,1.2,3.7,4.0,OK
250,1800,maximus,tpch,1,q10,22,35.7,36.2,0.8,2.4,3.2,OK
250,1800,maximus,tpch,1,q11,14,40.9,41.5,0.6,1.5,14.3,OK
250,1800,maximus,tpch,1,q12,89,35.9,38.4,3.2,9.8,7.4,OK
250,1800,maximus,tpch,1,q13,38,53.8,57.2,2.0,4.1,28.7,OK
250,1800,maximus,tpch,1,q14,76,35.8,44.7,2.7,8.4,6.5,OK
250,1800,maximus,tpch,1,q15,73,36.0,36.3,2.6,8.0,7.2,OK
250,1800,maximus,tpch,1,q16,42,41.8,42.9,1.8,4.6,41.0,OK
250,1800,maximus,tpch,1,q17,78,36.1,36.5,2.8,8.5,6.9,OK
250,1800,maximus,tpch,1,q18,93,36.6,37.4,3.4,10.1,7.8,OK
250,1800,maximus,tpch,1,q19,98,42.8,44.0,4.2,10.8,14.5,OK
250,1800,maximus,tpch,1,q20,89,36.2,36.9,3.2,9.8,8.2,OK
250,1800,maximus,tpch,1,q21,166,51.8,55.5,8.6,18.2,17.8,OK
250,1800,maximus,tpch,1,q22,20,36.3,36.6,0.7,2.2,7.5,OK
250,1800,maximus,tpch,2,q1,59,37.9,39.2,2.2,6.4,5.6,OK
250,1800,maximus,tpch,2,q2,9,35.7,36.1,0.3,1.0,5.6,OK
250,1800,maximus,tpch,2,q3,40,35.9,36.5,1.4,4.4,1.6,OK
250,1800,maximus,tpch,2,q4,26,35.8,36.3,0.9,2.8,1.6,OK
250,1800,maximus,tpch,2,q5,45,36.3,37.0,1.6,4.9,3.6,OK
250,1800,maximus,tpch,2,q6,30,35.8,36.4,1.1,3.3,2.6,OK
250,1800,maximus,tpch,2,q7,46,36.1,36.6,1.7,5.0,2.8,OK
250,1800,maximus,tpch,2,q8,52,36.2,36.7,1.9,5.7,2.5,OK
250,1800,maximus,tpch,2,q9,66,36.7,37.4,2.4,7.2,4.1,OK
250,1800,maximus,tpch,2,q10,42,36.0,36.5,1.5,4.6,3.1,OK
250,1800,maximus,tpch,2,q11,27,41.5,42.4,1.1,3.0,12.9,OK
250,1800,maximus,tpch,2,q12,178,36.3,36.9,6.5,19.4,6.2,OK
250,1800,maximus,tpch,2,q13,75,54.5,60.1,4.1,8.2,28.2,OK
250,1800,maximus,tpch,2,q14,152,36.4,37.0,5.5,16.7,6.8,OK
250,1800,maximus,tpch,2,q15,146,36.3,36.8,5.3,16.1,13.1,OK
250,1800,maximus,tpch,2,q16,58,42.8,44.8,2.5,6.3,23.4,OK
250,1800,maximus,tpch,2,q17,168,36.4,36.8,6.1,18.5,8.3,OK
250,1800,maximus,tpch,2,q18,202,36.7,37.7,7.4,22.1,5.4,OK
250,1800,maximus,tpch,2,q19,211,42.4,44.8,8.9,23.0,31.5,OK
250,1800,maximus,tpch,2,q20,177,36.4,37.0,6.4,19.3,7.3,OK
250,1800,maximus,tpch,2,q21,337,50.5,61.4,17.0,36.5,37.2,OK
250,1800,maximus,tpch,2,q22,38,36.3,36.9,1.4,4.2,6.3,OK
250,2400,maximus,h2o,1gb,q1,11,46.9,47.5,0.5,1.2,3.9,OK
250,2400,maximus,h2o,1gb,q2,19,48.0,48.6,0.9,2.1,5.7,OK
250,2400,maximus,h2o,1gb,q3,21,49.2,50.0,1.0,2.3,7.7,OK
250,2400,maximus,h2o,1gb,q4,18,47.3,47.8,0.9,2.0,5.2,OK
250,2400,maximus,h2o,1gb,q5,20,49.0,49.6,1.0,2.2,7.1,OK
250,2400,maximus,h2o,1gb,q6,160,98.8,106.5,15.8,17.3,68.7,OK
250,2400,maximus,h2o,1gb,q7,16,48.5,49.5,0.8,1.8,4.8,OK
250,2400,maximus,h2o,1gb,q9,20,49.3,50.2,1.0,2.2,6.9,OK
250,2400,maximus,h2o,1gb,q10,48,51.0,52.0,2.4,5.3,11.8,OK
250,2400,maximus,h2o,2gb,q1,23,46.8,47.6,1.1,2.5,3.5,OK
250,2400,maximus,h2o,2gb,q2,38,47.6,48.8,1.8,4.2,4.2,OK
250,2400,maximus,h2o,2gb,q3,42,48.5,49.9,2.0,4.6,3.7,OK
250,2400,maximus,h2o,2gb,q4,37,46.7,47.9,1.7,4.1,3.7,OK
250,2400,maximus,h2o,2gb,q5,40,48.1,49.5,1.9,4.4,7.0,OK
250,2400,maximus,h2o,2gb,q6,325,96.2,110.6,31.3,35.1,57.6,OK
250,2400,maximus,h2o,2gb,q7,32,48.4,49.6,1.5,3.5,4.6,OK
250,2400,maximus,h2o,2gb,q9,40,48.7,50.3,1.9,4.4,7.7,OK
250,2400,maximus,h2o,2gb,q10,94,51.2,52.8,4.8,10.3,11.8,OK
250,2400,maximus,tpch,1,q1,28,47.2,48.5,1.3,3.1,5.4,OK
250,2400,maximus,tpch,1,q2,6,45.3,45.7,0.3,0.7,6.6,OK
250,2400,maximus,tpch,1,q3,20,44.9,45.7,0.9,2.2,3.1,OK
250,2400,maximus,tpch,1,q4,13,45.3,46.1,0.6,1.4,2.2,OK
250,2400,maximus,tpch,1,q5,22,45.6,46.4,1.0,2.4,2.8,OK
250,2400,maximus,tpch,1,q6,15,45.1,45.7,0.7,1.6,2.3,OK
250,2400,maximus,tpch,1,q7,23,45.1,45.9,1.0,2.5,3.0,OK
250,2400,maximus,tpch,1,q8,26,45.2,46.2,1.2,2.9,2.5,OK
250,2400,maximus,tpch,1,q9,32,46.0,46.9,1.5,3.5,3.6,OK
250,2400,maximus,tpch,1,q10,21,44.9,45.5,0.9,2.3,2.9,OK
250,2400,maximus,tpch,1,q11,14,51.6,52.6,0.7,1.5,12.2,OK
250,2400,maximus,tpch,1,q12,89,45.8,46.4,4.1,9.8,5.6,OK
250,2400,maximus,tpch,1,q13,33,66.1,73.5,2.2,3.6,19.8,OK
250,2400,maximus,tpch,1,q14,76,45.7,56.0,3.5,8.4,6.8,OK
250,2400,maximus,tpch,1,q15,73,45.9,46.6,3.4,8.0,7.3,OK
250,2400,maximus,tpch,1,q16,35,53.4,54.9,1.9,3.8,37.4,OK
250,2400,maximus,tpch,1,q17,77,45.8,49.6,3.5,8.5,6.6,OK
250,2400,maximus,tpch,1,q18,93,46.9,47.6,4.4,10.2,10.5,OK
250,2400,maximus,tpch,1,q19,93,52.5,57.0,4.9,10.2,8.8,OK
250,2400,maximus,tpch,1,q20,89,46.1,46.7,4.1,9.7,8.7,OK
250,2400,maximus,tpch,1,q21,151,60.7,72.2,9.2,16.5,16.1,OK
250,2400,maximus,tpch,1,q22,20,46.2,46.6,0.9,2.2,7.1,OK
250,2400,maximus,tpch,2,q1,57,47.6,49.0,2.7,6.2,4.4,OK
250,2400,maximus,tpch,2,q2,9,45.2,46.2,0.4,1.0,4.6,OK
250,2400,maximus,tpch,2,q3,39,45.4,46.3,1.8,-80.9,1.6,OK
250,2400,maximus,tpch,2,q4,25,45.2,46.0,1.1,2.7,1.6,OK
250,2400,maximus,tpch,2,q5,43,45.5,46.6,2.0,4.7,2.6,OK
250,2400,maximus,tpch,2,q6,30,45.0,45.7,1.4,3.3,2.3,OK
250,2400,maximus,tpch,2,q7,45,45.2,46.1,2.0,4.9,2.7,OK
250,2400,maximus,tpch,2,q8,52,45.1,46.0,2.3,5.7,2.3,OK
250,2400,maximus,tpch,2,q9,64,46.2,46.9,3.0,7.0,4.0,OK
250,2400,maximus,tpch,2,q10,42,45.4,45.9,1.9,4.6,2.9,OK
250,2400,maximus,tpch,2,q11,26,52.1,53.0,1.4,2.9,11.4,OK
250,2400,maximus,tpch,2,q12,178,45.7,46.5,8.1,19.4,5.9,OK
250,2400,maximus,tpch,2,q13,66,71.0,80.3,4.7,7.3,25.3,OK
250,2400,maximus,tpch,2,q14,151,46.2,46.9,7.0,16.5,5.5,OK
250,2400,maximus,tpch,2,q15,146,45.8,46.8,6.7,16.1,3.6,OK
250,2400,maximus,tpch,2,q16,51,54.2,56.7,2.8,5.6,19.0,OK
250,2400,maximus,tpch,2,q17,168,45.7,46.4,7.7,18.7,13.2,OK
250,2400,maximus,tpch,2,q18,202,46.1,47.2,9.3,22.1,6.0,OK
250,2400,maximus,tpch,2,q19,200,53.2,55.8,10.6,21.9,20.0,OK
250,2400,maximus,tpch,2,q20,177,46.0,50.2,8.1,19.5,4.6,OK
250,2400,maximus,tpch,2,q21,308,63.6,78.0,19.6,33.5,20.4,OK
250,2400,maximus,tpch,2,q22,38,46.3,47.1,1.8,4.2,6.4,OK
250,3090,maximus,h2o,1gb,q1,11,55.6,56.9,0.6,1.2,3.4,OK
250,3090,maximus,h2o,1gb,q2,19,56.9,58.4,1.1,2.1,5.6,OK
250,3090,maximus,h2o,1gb,q3,21,58.5,60.1,1.2,2.4,6.6,OK
250,3090,maximus,h2o,1gb,q4,18,56.1,57.4,1.0,2.0,5.1,OK
250,3090,maximus,h2o,1gb,q5,20,58.2,59.5,1.2,2.2,7.0,OK
250,3090,maximus,h2o,1gb,q6,144,127.3,140.1,18.3,16.0,43.6,OK
250,3090,maximus,h2o,1gb,q7,16,57.4,59.2,0.9,1.8,4.6,OK
250,3090,maximus,h2o,1gb,q9,20,58.4,59.7,1.2,2.2,6.9,OK
250,3090,maximus,h2o,1gb,q10,47,60.7,62.7,2.9,5.2,8.6,OK
250,3090,maximus,h2o,2gb,q1,23,55.3,56.8,1.3,2.5,4.2,OK
250,3090,maximus,h2o,2gb,q2,38,56.3,58.3,2.1,4.2,5.4,OK
250,3090,maximus,h2o,2gb,q3,41,57.0,59.7,2.3,4.6,5.3,OK
250,3090,maximus,h2o,2gb,q4,37,55.2,56.8,2.0,4.0,5.1,OK
250,3090,maximus,h2o,2gb,q5,40,57.0,58.6,2.3,4.4,5.2,OK
250,3090,maximus,h2o,2gb,q6,294,123.0,137.4,36.2,32.1,62.2,OK
250,3090,maximus,h2o,2gb,q7,32,56.7,94.4,1.8,-106.1,5.5,OK
250,3090,maximus,h2o,2gb,q9,40,57.4,59.4,2.3,4.4,6.8,OK
250,3090,maximus,h2o,2gb,q10,94,59.9,62.7,5.6,10.3,9.6,OK
250,3090,maximus,tpch,1,q1,28,62.2,64.0,1.7,3.1,3.7,OK
250,3090,maximus,tpch,1,q2,5,60.2,61.0,0.3,0.6,6.0,OK
250,3090,maximus,tpch,1,q3,20,60.8,61.9,1.2,2.2,2.7,OK
250,3090,maximus,tpch,1,q4,12,60.9,62.0,0.7,1.3,2.2,OK
250,3090,maximus,tpch,1,q5,21,61.8,62.8,1.3,2.3,3.4,OK
250,3090,maximus,tpch,1,q6,15,61.3,62.3,0.9,1.6,1.9,OK
250,3090,maximus,tpch,1,q7,23,61.7,62.4,1.4,2.5,2.5,OK
250,3090,maximus,tpch,1,q8,26,61.9,62.9,1.6,2.9,2.8,OK
250,3090,maximus,tpch,1,q9,32,63.5,64.7,2.0,3.5,3.4,OK
250,3090,maximus,tpch,1,q10,22,62.3,63.2,1.4,2.4,3.1,OK
250,3090,maximus,tpch,1,q11,13,70.9,71.9,0.9,1.4,11.9,OK
250,3090,maximus,tpch,1,q12,90,63.2,63.9,5.7,9.9,6.5,OK
250,3090,maximus,tpch,1,q13,32,98.7,105.5,3.2,3.5,21.8,OK
250,3090,maximus,tpch,1,q14,76,59.8,81.0,4.5,8.4,3.4,OK
250,3090,maximus,tpch,1,q15,74,56.8,58.3,4.2,8.2,4.7,OK
250,3090,maximus,tpch,1,q16,32,67.7,70.3,2.2,3.5,28.9,OK
250,3090,maximus,tpch,1,q17,78,55.5,56.9,4.3,8.6,7.9,OK
250,3090,maximus,tpch,1,q18,94,55.9,57.4,5.3,10.4,8.9,OK
250,3090,maximus,tpch,1,q19,92,65.3,68.3,6.0,10.1,14.1,OK
250,3090,maximus,tpch,1,q20,89,54.8,56.4,4.9,9.8,7.7,OK
250,3090,maximus,tpch,1,q21,146,75.1,88.6,11.0,16.1,12.2,OK
250,3090,maximus,tpch,1,q22,20,55.1,56.2,1.1,2.2,7.9,OK
250,3090,maximus,tpch,2,q1,57,56.9,59.8,3.2,6.2,2.8,OK
250,3090,maximus,tpch,2,q2,8,54.4,55.8,0.4,0.9,3.7,OK
250,3090,maximus,tpch,2,q3,39,54.2,55.9,2.1,4.3,3.4,OK
250,3090,maximus,tpch,2,q4,25,53.9,55.6,1.3,-34.5,1.3,OK
250,3090,maximus,tpch,2,q5,43,54.4,56.3,2.3,4.7,3.3,OK
250,3090,maximus,tpch,2,q6,30,53.9,55.1,1.6,3.3,2.5,OK
250,3090,maximus,tpch,2,q7,45,54.0,55.6,2.4,4.9,1.5,OK
250,3090,maximus,tpch,2,q8,51,54.0,55.7,2.8,5.6,3.7,OK
250,3090,maximus,tpch,2,q9,63,54.9,56.5,3.5,6.9,3.1,OK
250,3090,maximus,tpch,2,q10,42,53.9,55.4,2.3,4.6,2.3,OK
250,3090,maximus,tpch,2,q11,26,62.3,63.7,1.6,2.9,10.6,OK
250,3090,maximus,tpch,2,q12,179,54.2,56.1,9.7,19.8,5.0,OK
250,3090,maximus,tpch,2,q13,63,89.6,100.7,5.6,6.9,17.4,OK
250,3090,maximus,tpch,2,q14,153,54.6,55.9,8.4,16.9,5.3,OK
250,3090,maximus,tpch,2,q15,147,54.5,55.8,8.0,16.1,5.2,OK
250,3090,maximus,tpch,2,q16,47,66.9,70.6,3.1,5.2,17.8,OK
250,3090,maximus,tpch,2,q17,168,54.3,55.6,9.1,18.5,11.8,OK
250,3090,maximus,tpch,2,q18,201,54.7,56.6,11.0,22.1,9.6,OK
250,3090,maximus,tpch,2,q19,196,61.9,72.6,12.1,21.6,6.5,OK
250,3090,maximus,tpch,2,q20,178,54.6,56.5,9.7,19.4,6.9,OK
250,3090,maximus,tpch,2,q21,299,79.2,95.5,23.7,32.6,30.4,OK
250,3090,maximus,tpch,2,q22,38,55.2,56.7,2.1,4.2,7.0,OK
300,1800,maximus,h2o,1gb,q1,12,36.9,37.3,0.4,1.3,3.9,OK
300,1800,maximus,h2o,1gb,q2,20,37.8,38.3,0.8,2.2,6.7,OK
300,1800,maximus,h2o,1gb,q3,23,38.9,39.6,0.9,2.5,8.4,OK
300,1800,maximus,h2o,1gb,q4,19,37.2,37.6,0.7,2.1,5.9,OK
300,1800,maximus,h2o,1gb,q5,21,38.7,39.4,0.8,2.3,7.8,OK
300,1800,maximus,h2o,1gb,q6,208,74.8,79.2,15.6,22.5,68.9,OK
300,1800,maximus,h2o,1gb,q7,17,38.3,55.3,0.7,1.9,5.8,OK
300,1800,maximus,h2o,1gb,q9,21,38.9,39.6,0.8,2.3,7.4,OK
300,1800,maximus,h2o,1gb,q10,50,40.4,41.4,2.0,5.6,13.7,OK
300,1800,maximus,h2o,2gb,q1,24,36.9,37.4,0.9,2.6,4.8,OK
300,1800,maximus,h2o,2gb,q2,39,37.5,38.4,1.5,4.3,7.7,OK
300,1800,maximus,h2o,2gb,q3,44,38.0,39.4,1.7,4.8,6.0,OK
300,1800,maximus,h2o,2gb,q4,38,36.8,37.6,1.4,4.2,4.2,OK
300,1800,maximus,h2o,2gb,q5,42,37.9,39.5,1.6,4.6,5.5,OK
300,1800,maximus,h2o,2gb,q6,420,72.2,88.9,30.3,45.6,57.7,OK
300,1800,maximus,h2o,2gb,q7,33,38.1,39.2,1.3,3.6,5.4,OK
300,1800,maximus,h2o,2gb,q9,42,38.4,39.9,1.6,4.6,6.8,OK
300,1800,maximus,h2o,2gb,q10,99,39.5,41.7,3.9,10.9,9.7,OK
300,1800,maximus,tpch,1,q1,29,37.4,38.2,1.1,3.2,5.3,OK
300,1800,maximus,tpch,1,q2,6,35.6,36.0,0.2,0.7,8.3,OK
300,1800,maximus,tpch,1,q3,21,35.8,36.1,0.8,2.3,3.5,OK
300,1800,maximus,tpch,1,q4,13,35.8,36.2,0.5,1.4,1.9,OK
300,1800,maximus,tpch,1,q5,22,36.2,36.7,0.8,2.4,2.9,OK
300,1800,maximus,tpch,1,q6,15,35.8,36.1,0.5,1.6,2.1,OK
300,1800,maximus,tpch,1,q7,23,36.0,36.4,0.8,2.5,3.2,OK
300,1800,maximus,tpch,1,q8,26,35.9,36.3,0.9,2.8,3.6,OK
300,1800,maximus,tpch,1,q9,34,36.6,37.2,1.2,3.7,3.4,OK
300,1800,maximus,tpch,1,q10,22,36.0,36.3,0.8,2.4,2.9,OK
300,1800,maximus,tpch,1,q11,14,41.2,41.9,0.6,1.5,13.9,OK
300,1800,maximus,tpch,1,q12,89,36.1,38.3,3.2,9.9,10.0,OK
300,1800,maximus,tpch,1,q13,38,53.8,57.8,2.0,4.2,28.0,OK
300,1800,maximus,tpch,1,q14,76,36.2,43.5,2.7,8.3,7.4,OK
300,1800,maximus,tpch,1,q15,73,36.1,36.5,2.6,8.0,6.2,OK
300,1800,maximus,tpch,1,q16,42,42.1,43.4,1.8,4.6,32.1,OK
300,1800,maximus,tpch,1,q17,78,36.3,39.1,2.8,8.6,5.0,OK
300,1800,maximus,tpch,1,q18,93,36.9,37.6,3.4,10.2,7.8,OK
300,1800,maximus,tpch,1,q19,98,42.9,44.5,4.2,10.7,15.4,OK
300,1800,maximus,tpch,1,q20,89,36.4,36.8,3.2,9.8,8.0,OK
300,1800,maximus,tpch,1,q21,166,51.6,55.6,8.6,18.2,20.9,OK
300,1800,maximus,tpch,1,q22,20,36.5,36.7,0.7,2.2,9.0,OK
300,1800,maximus,tpch,2,q1,59,37.8,39.6,2.2,6.5,5.9,OK
300,1800,maximus,tpch,2,q2,9,36.0,36.4,0.3,1.0,6.3,OK
300,1800,maximus,tpch,2,q3,40,36.0,36.7,1.4,4.4,1.4,OK
300,1800,maximus,tpch,2,q4,26,36.0,36.5,0.9,-36.5,1.6,OK
300,1800,maximus,tpch,2,q5,44,36.4,37.1,1.6,4.8,1.4,OK
300,1800,maximus,tpch,2,q6,30,35.8,36.4,1.1,3.3,1.6,OK
300,1800,maximus,tpch,2,q7,46,36.0,36.5,1.7,5.0,2.8,OK
300,1800,maximus,tpch,2,q8,52,36.0,36.6,1.9,5.7,3.0,OK
300,1800,maximus,tpch,2,q9,66,36.6,37.2,2.4,7.2,4.6,OK
300,1800,maximus,tpch,2,q10,43,35.8,36.3,1.5,4.7,2.3,OK
300,1800,maximus,tpch,2,q11,27,41.2,42.1,1.1,3.0,12.3,OK
300,1800,maximus,tpch,2,q12,179,36.2,36.6,6.5,19.7,10.1,OK
300,1800,maximus,tpch,2,q13,75,54.2,59.8,4.1,8.2,24.8,OK
300,1800,maximus,tpch,2,q14,152,35.9,36.6,5.5,16.6,6.1,OK
300,1800,maximus,tpch,2,q15,147,36.0,36.5,5.3,16.0,7.2,OK
300,1800,maximus,tpch,2,q16,59,42.4,44.5,2.5,6.4,27.2,OK
300,1800,maximus,tpch,2,q17,169,36.3,37.2,6.1,18.5,4.4,OK
300,1800,maximus,tpch,2,q18,201,36.8,37.5,7.4,21.9,29.4,OK
300,1800,maximus,tpch,2,q19,210,42.3,45.4,8.9,23.0,16.6,OK
300,1800,maximus,tpch,2,q20,178,36.3,37.0,6.5,19.5,6.1,OK
300,1800,maximus,tpch,2,q21,338,50.7,63.4,17.1,37.1,26.7,OK
300,1800,maximus,tpch,2,q22,38,36.2,36.5,1.4,4.2,7.4,OK
300,2400,maximus,h2o,1gb,q1,11,46.7,47.4,0.5,1.2,4.0,OK
300,2400,maximus,h2o,1gb,q2,19,47.9,48.5,0.9,2.1,5.8,OK
300,2400,maximus,h2o,1gb,q3,21,49.0,50.0,1.0,2.3,7.9,OK
300,2400,maximus,h2o,1gb,q4,18,47.0,47.5,0.8,2.0,5.2,OK
300,2400,maximus,h2o,1gb,q5,20,48.6,49.2,1.0,2.2,6.5,OK
300,2400,maximus,h2o,1gb,q6,160,98.1,106.3,15.7,17.3,49.0,OK
300,2400,maximus,h2o,1gb,q7,16,48.6,49.3,0.8,1.8,5.1,OK
300,2400,maximus,h2o,1gb,q9,20,49.2,50.2,1.0,2.2,6.3,OK
300,2400,maximus,h2o,1gb,q10,48,51.2,52.5,2.5,5.3,9.8,OK
300,2400,maximus,h2o,2gb,q1,23,46.8,47.7,1.1,2.5,3.2,OK
300,2400,maximus,h2o,2gb,q2,38,47.6,48.7,1.8,4.2,6.9,OK
300,2400,maximus,h2o,2gb,q3,42,48.5,50.4,2.0,4.6,6.6,OK
300,2400,maximus,h2o,2gb,q4,37,46.8,47.7,1.7,4.0,4.4,OK
300,2400,maximus,h2o,2gb,q5,40,48.2,49.3,1.9,4.4,6.7,OK
300,2400,maximus,h2o,2gb,q6,325,96.1,110.4,31.2,35.1,55.0,OK
300,2400,maximus,h2o,2gb,q7,32,48.3,49.6,1.5,3.5,5.6,OK
300,2400,maximus,h2o,2gb,q9,40,48.8,50.1,2.0,4.4,5.7,OK
300,2400,maximus,h2o,2gb,q10,95,51.1,52.6,4.8,10.4,9.3,OK
300,2400,maximus,tpch,1,q1,28,46.9,48.3,1.3,3.1,5.9,OK
300,2400,maximus,tpch,1,q2,6,44.9,45.4,0.3,0.7,6.8,OK
300,2400,maximus,tpch,1,q3,20,44.7,45.5,0.9,2.2,3.2,OK
300,2400,maximus,tpch,1,q4,12,44.7,45.4,0.5,1.3,1.8,OK
300,2400,maximus,tpch,1,q5,22,45.3,45.9,1.0,2.4,2.5,OK
300,2400,maximus,tpch,1,q6,15,44.6,45.3,0.7,1.6,2.4,OK
300,2400,maximus,tpch,1,q7,23,45.1,45.8,1.0,2.5,2.5,OK
300,2400,maximus,tpch,1,q8,26,45.0,45.9,1.2,2.8,2.6,OK
300,2400,maximus,tpch,1,q9,33,46.2,47.0,1.5,3.6,2.9,OK
300,2400,maximus,tpch,1,q10,21,45.1,46.0,0.9,2.3,2.4,OK
300,2400,maximus,tpch,1,q11,14,52.2,52.9,0.7,1.6,12.1,OK
300,2400,maximus,tpch,1,q12,89,45.9,48.3,4.1,9.8,5.2,OK
300,2400,maximus,tpch,1,q13,33,70.3,73.9,2.3,3.6,22.8,OK
300,2400,maximus,tpch,1,q14,76,45.8,46.4,3.5,8.3,4.4,OK
300,2400,maximus,tpch,1,q15,74,45.8,46.2,3.4,8.1,6.4,OK
300,2400,maximus,tpch,1,q16,35,53.3,54.8,1.9,3.9,35.2,OK
