config,engine,time_offset_ms,gpu_power_w,gpu_util_pct,mem_used_mb,sm_clk_mhz,cpu_pkg_w,cpu_dram_w
baseline,sirius_gpu,3662,55.87,0.0,15701.0,225.0,105.7,1.8
baseline,sirius_gpu,3747,63.72,0.0,15709.0,225.0,106.1,1.8
baseline,sirius_gpu,3827,77.46,0.0,15719.0,225.0,112.0,1.8
baseline,sirius_gpu,3908,88.25,91.0,15727.0,225.0,115.1,1.8
baseline,sirius_gpu,3988,106.19,91.0,15735.0,225.0,106.4,1.8
baseline,sirius_gpu,4068,114.27,91.0,15745.0,225.0,112.2,1.8
baseline,sirius_gpu,4147,114.27,91.0,15753.0,225.0,114.2,1.8
baseline,sirius_gpu,4228,127.3,91.0,15761.0,225.0,107.4,1.8
baseline,sirius_gpu,4308,149.9,91.0,15771.0,225.0,110.6,1.8
baseline,sirius_gpu,4387,164.08,93.0,15779.0,225.0,112.0,1.8
baseline,sirius_gpu,4467,178.53,93.0,15789.0,225.0,107.9,1.8
baseline,sirius_gpu,4546,178.53,93.0,15797.0,225.0,106.3,1.8
baseline,sirius_gpu,4626,179.9,93.0,15805.0,225.0,106.7,1.8
baseline,sirius_gpu,4707,188.1,93.0,15815.0,225.0,114.4,1.8
baseline,sirius_gpu,4786,193.91,93.0,15823.0,225.0,111.1,1.8
baseline,sirius_gpu,4927,184.66,39.0,5565.0,225.0,108.3,1.9
baseline,sirius_gpu,5002,172.61,39.0,5565.0,225.0,108.6,1.8
baseline,sirius_gpu,5078,156.41,39.0,5565.0,225.0,108.0,1.8
baseline,sirius_gpu,5155,156.41,39.0,5565.0,225.0,107.8,1.8
baseline,sirius_gpu,5235,142.35,39.0,5565.0,225.0,109.3,1.8
baseline,sirius_gpu,5311,134.13,39.0,5565.0,225.0,107.3,1.8
baseline,sirius_gpu,5388,113.8,0.0,5565.0,225.0,109.0,1.8
baseline,sirius_gpu,5464,113.8,0.0,5565.0,225.0,109.6,1.8
baseline,sirius_gpu,5542,108.17,0.0,445.0,225.0,108.7,1.8
baseline,sirius_gpu,5680,95.58,0.0,441.0,225.0,101.9,1.8
baseline,maximus_gpu,26,71.46,0.0,15.0,225.0,105.7,1.8
baseline,maximus_gpu,123,57.65,0.0,16.0,225.0,101.8,1.8
baseline,maximus_gpu,214,57.33,0.0,18.0,225.0,105.4,1.8
baseline,maximus_gpu,296,53.56,0.0,283.0,225.0,105.0,1.8
baseline,maximus_gpu,372,53.56,0.0,3395.0,225.0,107.2,1.8
baseline,maximus_gpu,448,53.62,0.0,3395.0,225.0,109.8,1.9
baseline,maximus_gpu,523,53.63,0.0,3395.0,225.0,106.2,1.8
baseline,maximus_gpu,599,53.57,0.0,3395.0,225.0,108.1,1.8
baseline,maximus_gpu,676,53.57,0.0,3395.0,225.0,108.1,1.9
baseline,maximus_gpu,751,53.57,0.0,3395.0,225.0,107.6,1.8
baseline,maximus_gpu,827,53.78,0.0,3395.0,225.0,106.8,1.8
baseline,maximus_gpu,903,53.07,0.0,3395.0,225.0,110.0,1.9
baseline,maximus_gpu,979,53.07,0.0,3395.0,225.0,109.1,1.8
baseline,maximus_gpu,1062,52.95,0.0,3395.0,225.0,111.2,1.9
baseline,maximus_gpu,1138,52.46,0.0,3395.0,225.0,110.6,1.8
baseline,maximus_gpu,1255,52.1,0.0,3401.0,225.0,109.7,2.1
baseline,maximus_gpu,1331,51.33,0.0,3437.0,225.0,104.7,1.8
baseline,maximus_gpu,1407,51.01,0.0,3437.0,225.0,108.3,1.9
baseline,maximus_gpu,1483,51.01,0.0,3437.0,225.0,104.7,1.8
baseline,maximus_gpu,1564,50.81,0.0,3437.0,225.0,105.3,1.8
baseline,maximus_gpu,1640,50.71,0.0,3437.0,225.0,105.3,1.9
baseline,maximus_gpu,1714,50.4,0.0,3437.0,225.0,105.8,1.8
baseline,maximus_gpu,1787,50.34,0.0,3437.0,225.0,106.0,1.8
baseline,maximus_gpu,1860,50.34,0.0,3437.0,225.0,106.2,1.8
baseline,maximus_gpu,1934,50.15,0.0,3437.0,225.0,103.5,1.8
baseline,maximus_gpu,2007,49.79,0.0,3437.0,225.0,104.5,1.8
baseline,maximus_gpu,2081,49.79,0.0,3437.0,225.0,111.0,1.9
baseline,maximus_gpu,2154,49.77,0.0,3437.0,225.0,113.9,1.8
baseline,maximus_gpu,2228,49.77,0.0,3437.0,225.0,119.6,2.1
baseline,maximus_gpu,2302,49.76,0.0,3437.0,225.0,114.7,1.9
baseline,maximus_gpu,2376,49.76,0.0,3437.0,225.0,117.0,2.0
baseline,maximus_gpu,2449,49.73,0.0,3437.0,225.0,115.3,1.9
baseline,maximus_gpu,2522,49.75,0.0,3437.0,225.0,121.0,2.1
baseline,maximus_gpu,2596,49.74,0.0,3437.0,225.0,124.5,2.1
baseline,maximus_gpu,2669,49.74,0.0,3437.0,225.0,124.7,2.1
baseline,maximus_gpu,2743,49.76,0.0,3437.0,225.0,126.4,2.1
baseline,maximus_gpu,2816,49.75,0.0,3437.0,225.0,132.1,2.0
baseline,maximus_gpu,2889,49.73,0.0,3437.0,225.0,133.9,2.0
baseline,maximus_gpu,2963,49.73,0.0,3437.0,225.0,137.1,2.0
baseline,maximus_gpu,3036,49.73,0.0,3437.0,225.0,137.4,2.0
baseline,maximus_gpu,3110,49.72,0.0,3437.0,225.0,136.0,2.0
baseline,maximus_gpu,3183,49.71,0.0,3437.0,225.0,140.7,2.2
baseline,maximus_gpu,3256,49.71,0.0,3437.0,225.0,138.0,2.2
baseline,maximus_gpu,3330,49.7,0.0,3437.0,225.0,136.3,2.0
baseline,maximus_gpu,3409,49.69,0.0,3437.0,225.0,198.7,3.0
baseline,maximus_gpu,3489,49.68,0.0,3437.0,225.0,238.7,3.8
baseline,maximus_gpu,3570,49.68,0.0,3437.0,225.0,227.7,4.5
baseline,maximus_gpu,3646,49.66,0.0,3437.0,225.0,181.2,4.0
baseline,maximus_gpu,3726,49.65,0.0,3437.0,225.0,228.3,5.3
baseline,maximus_gpu,3801,49.63,0.0,3437.0,225.0,196.7,3.7
baseline,maximus_gpu,3875,49.63,0.0,3437.0,225.0,115.8,2.0
baseline,maximus_gpu,3955,49.64,0.0,3437.0,225.0,187.3,3.1
baseline,maximus_gpu,4034,49.62,0.0,3437.0,225.0,233.0,4.4
baseline,maximus_gpu,4111,49.62,0.0,3437.0,225.0,210.9,5.0
baseline,maximus_gpu,4185,49.61,0.0,3437.0,225.0,133.1,3.7
baseline,maximus_gpu,4260,49.61,0.0,3437.0,225.0,122.5,2.5
baseline,maximus_gpu,4333,49.61,0.0,3437.0,225.0,106.9,1.8
baseline,maximus_gpu,4412,49.6,0.0,3437.0,225.0,178.5,3.0
baseline,maximus_gpu,4492,49.59,0.0,3437.0,225.0,221.0,5.0
baseline,maximus_gpu,4569,49.59,0.0,3437.0,225.0,210.4,5.1
baseline,maximus_gpu,4644,49.6,0.0,3437.0,225.0,135.6,3.4
baseline,maximus_gpu,4718,49.57,0.0,3437.0,225.0,108.8,1.9
baseline,maximus_gpu,4792,49.56,0.0,3437.0,225.0,105.1,1.8
baseline,maximus_gpu,4866,49.56,0.0,3437.0,225.0,112.2,2.0
baseline,maximus_gpu,4940,49.56,0.0,3437.0,225.0,104.1,1.9
baseline,maximus_gpu,5013,49.54,0.0,3437.0,225.0,103.0,1.8
baseline,maximus_gpu,5088,49.55,0.0,3437.0,225.0,105.9,1.9
baseline,maximus_gpu,5161,49.55,0.0,3437.0,225.0,108.2,1.8
baseline,maximus_gpu,5235,49.56,0.0,3437.0,225.0,116.2,1.8
baseline,maximus_gpu,5309,49.56,0.0,3437.0,225.0,111.4,1.9
baseline,maximus_gpu,5382,49.56,0.0,3437.0,225.0,110.3,1.8
baseline,maximus_gpu,5456,49.56,0.0,3437.0,225.0,107.7,1.8
baseline,maximus_gpu,5530,49.58,0.0,3437.0,225.0,109.7,1.8
baseline,maximus_gpu,5604,49.57,0.0,3437.0,225.0,109.2,1.8
baseline,maximus_gpu,5678,49.57,0.0,3437.0,225.0,108.4,1.8
baseline,maximus_gpu,5751,49.58,0.0,3437.0,225.0,107.4,1.8
baseline,maximus_gpu,5824,49.6,0.0,3437.0,225.0,107.5,1.8
baseline,maximus_gpu,5897,49.59,0.0,3437.0,225.0,108.4,1.8
baseline,maximus_gpu,5970,49.59,0.0,3437.0,225.0,106.6,1.8
baseline,maximus_gpu,6044,49.6,0.0,3437.0,225.0,121.5,2.2
baseline,maximus_gpu,6121,49.6,0.0,3437.0,225.0,181.8,3.6
baseline,maximus_gpu,6195,49.59,0.0,3437.0,225.0,158.0,3.6
baseline,maximus_gpu,6269,49.59,0.0,3437.0,225.0,119.2,2.3
baseline,maximus_gpu,6343,49.59,0.0,3437.0,225.0,108.4,1.8
baseline,maximus_gpu,6417,49.58,0.0,3437.0,225.0,105.9,1.9
baseline,maximus_gpu,6490,49.59,0.0,3437.0,225.0,110.0,1.8
baseline,maximus_gpu,6566,49.59,0.0,3437.0,225.0,123.2,2.4
baseline,maximus_gpu,6639,49.62,0.0,3437.0,225.0,106.0,1.8
baseline,maximus_gpu,6713,49.63,0.0,3437.0,225.0,112.9,1.9
baseline,maximus_gpu,6788,49.62,0.0,3437.0,225.0,128.2,2.5
baseline,maximus_gpu,6862,49.62,0.0,3437.0,225.0,108.2,1.9
baseline,maximus_gpu,6936,49.64,0.0,3437.0,225.0,107.5,1.9
baseline,maximus_gpu,7009,49.66,0.0,3437.0,225.0,106.9,1.8
baseline,maximus_gpu,7083,49.66,0.0,3437.0,225.0,108.9,1.8
baseline,maximus_gpu,7157,49.65,0.0,3437.0,225.0,112.4,1.8
baseline,maximus_gpu,7231,49.65,0.0,3437.0,225.0,113.4,1.9
baseline,maximus_gpu,7305,49.66,0.0,3437.0,225.0,113.3,1.8
baseline,maximus_gpu,7378,49.66,0.0,3437.0,225.0,111.0,1.8
baseline,maximus_gpu,7453,49.67,0.0,3437.0,225.0,120.8,2.3
baseline,maximus_gpu,7528,49.67,0.0,3437.0,225.0,144.2,3.4
baseline,maximus_gpu,7603,49.64,0.0,3437.0,225.0,105.0,1.8
baseline,maximus_gpu,7676,49.64,0.0,3437.0,225.0,105.1,1.8
baseline,maximus_gpu,7750,49.65,0.0,3437.0,225.0,108.1,1.9
baseline,maximus_gpu,7824,49.65,0.0,3437.0,225.0,105.3,1.8
baseline,maximus_gpu,7897,49.64,0.0,3437.0,225.0,107.3,1.8
baseline,maximus_gpu,7971,49.64,0.0,3437.0,225.0,108.1,1.9
baseline,maximus_gpu,8045,49.65,0.0,3437.0,225.0,105.4,1.9
baseline,maximus_gpu,8119,49.65,0.0,3437.0,225.0,103.1,1.8
baseline,maximus_gpu,8193,49.66,0.0,3437.0,225.0,107.3,1.9
baseline,maximus_gpu,8267,49.66,0.0,3437.0,225.0,108.7,1.8
baseline,maximus_gpu,8341,49.68,0.0,3437.0,225.0,106.1,1.9
baseline,maximus_gpu,8414,49.67,0.0,3437.0,225.0,106.4,1.8
baseline,maximus_gpu,8488,49.65,0.0,3437.0,225.0,107.1,1.9
baseline,maximus_gpu,8562,49.65,0.0,3437.0,225.0,106.0,1.8
baseline,maximus_gpu,8636,49.66,0.0,3437.0,225.0,105.5,1.8
baseline,maximus_gpu,8710,49.65,0.0,3437.0,225.0,105.1,1.9
baseline,maximus_gpu,8784,49.67,0.0,3437.0,225.0,106.1,1.9
baseline,maximus_gpu,8858,49.67,0.0,3437.0,225.0,104.8,1.8
baseline,maximus_gpu,8931,49.69,0.0,3437.0,225.0,105.7,1.9
baseline,maximus_gpu,9004,49.67,0.0,3437.0,225.0,107.7,1.9
baseline,maximus_gpu,9079,49.67,0.0,3437.0,225.0,104.6,1.8
baseline,maximus_gpu,9152,49.66,0.0,3437.0,225.0,103.9,1.8
baseline,maximus_gpu,9226,49.67,0.0,3437.0,225.0,108.9,1.9
baseline,maximus_gpu,9300,49.66,0.0,3437.0,225.0,112.0,2.2
baseline,maximus_gpu,9374,49.66,0.0,3437.0,225.0,109.3,1.9
baseline,maximus_gpu,9448,49.67,0.0,3437.0,225.0,110.3,1.9
baseline,maximus_gpu,9521,49.68,0.0,3437.0,225.0,106.0,1.8
baseline,maximus_gpu,9595,49.67,0.0,3437.0,225.0,105.4,1.9
baseline,maximus_gpu,9668,49.67,0.0,3437.0,225.0,104.5,1.8
baseline,maximus_gpu,9741,49.66,0.0,3437.0,225.0,104.8,1.8
baseline,maximus_gpu,9815,49.66,0.0,3437.0,225.0,104.6,1.9
baseline,maximus_gpu,9889,49.64,0.0,3437.0,225.0,106.6,1.8
baseline,maximus_gpu,9962,49.64,0.0,3437.0,225.0,103.6,1.8
baseline,maximus_gpu,10035,49.63,0.0,3437.0,225.0,105.3,1.9
baseline,maximus_gpu,10110,49.63,0.0,3437.0,225.0,106.1,1.8
baseline,maximus_gpu,10183,49.63,0.0,3437.0,225.0,104.5,1.8
baseline,maximus_gpu,10256,49.63,0.0,3437.0,225.0,109.9,1.9
baseline,maximus_gpu,10330,49.65,0.0,3437.0,225.0,105.2,1.8
baseline,maximus_gpu,10403,49.65,0.0,3437.0,225.0,106.0,1.9
baseline,maximus_gpu,10477,49.65,0.0,3437.0,225.0,106.7,1.9
baseline,maximus_gpu,10553,49.65,0.0,3437.0,225.0,106.1,1.8
baseline,maximus_gpu,10627,49.65,0.0,3437.0,225.0,105.8,1.9
baseline,maximus_gpu,10700,49.66,0.0,3437.0,225.0,107.3,1.8
baseline,maximus_gpu,10773,49.66,0.0,3437.0,225.0,107.0,1.9
baseline,maximus_gpu,10846,49.69,0.0,3437.0,225.0,103.6,1.8
baseline,maximus_gpu,10920,49.69,0.0,3437.0,225.0,107.6,1.9
baseline,maximus_gpu,10993,49.69,0.0,3437.0,225.0,104.6,1.8
baseline,maximus_gpu,11066,49.69,0.0,3437.0,225.0,105.6,1.8
baseline,maximus_gpu,11139,49.7,0.0,3437.0,225.0,105.7,1.9
baseline,maximus_gpu,11212,49.7,0.0,3437.0,225.0,107.1,1.8
baseline,maximus_gpu,11286,49.71,0.0,3437.0,225.0,106.7,1.8
baseline,maximus_gpu,11360,49.71,0.0,3437.0,225.0,106.6,1.9
baseline,maximus_gpu,11433,49.71,0.0,3437.0,225.0,106.7,1.9
baseline,maximus_gpu,11506,49.69,0.0,3437.0,225.0,112.2,1.9
baseline,maximus_gpu,11580,49.69,0.0,3437.0,225.0,103.2,1.8
baseline,maximus_gpu,11653,49.69,0.0,3437.0,225.0,107.0,1.9
baseline,maximus_gpu,11726,49.69,0.0,3437.0,225.0,106.4,1.9
baseline,maximus_gpu,11799,49.68,0.0,3437.0,225.0,102.2,1.8
baseline,maximus_gpu,11872,49.68,0.0,3437.0,225.0,107.4,1.9
baseline,maximus_gpu,11945,49.68,0.0,3437.0,225.0,105.5,1.9
baseline,maximus_gpu,12018,49.68,0.0,3437.0,225.0,104.8,1.9
baseline,maximus_gpu,12092,49.66,0.0,3437.0,225.0,104.7,1.8
baseline,maximus_gpu,12165,49.66,0.0,3437.0,225.0,105.3,1.9
baseline,maximus_gpu,12239,49.66,0.0,3437.0,225.0,109.4,1.9
baseline,maximus_gpu,12312,49.64,0.0,3437.0,225.0,105.3,1.8
baseline,maximus_gpu,12386,49.63,0.0,3437.0,225.0,105.9,1.9
baseline,maximus_gpu,12459,49.63,0.0,3437.0,225.0,108.8,1.9
baseline,maximus_gpu,12534,49.62,0.0,3437.0,225.0,106.0,1.8
baseline,maximus_gpu,12608,49.62,0.0,3437.0,225.0,105.4,1.8
baseline,maximus_gpu,12682,49.62,0.0,3437.0,225.0,106.0,1.9
baseline,maximus_gpu,12756,49.61,0.0,3437.0,225.0,109.9,3.7
baseline,maximus_gpu,12830,49.62,0.0,3437.0,225.0,110.1,3.7
baseline,maximus_gpu,12904,49.6,0.0,3437.0,225.0,108.3,3.7
baseline,maximus_gpu,12977,49.6,0.0,3437.0,225.0,108.3,3.6
baseline,maximus_gpu,13055,49.61,0.0,3439.0,225.0,108.8,3.3
baseline,maximus_gpu,13136,50.38,0.0,3439.0,225.0,111.1,3.2
baseline,maximus_gpu,13210,53.59,28.0,6557.0,225.0,109.2,3.0
baseline,maximus_gpu,13285,53.58,28.0,6557.0,225.0,112.4,3.6
baseline,maximus_gpu,13360,53.58,28.0,6557.0,225.0,108.8,3.7
baseline,maximus_gpu,13434,53.99,28.0,6557.0,225.0,113.0,3.7
baseline,maximus_gpu,13507,53.98,28.0,6557.0,225.0,108.4,3.6
baseline,maximus_gpu,13582,53.98,28.0,6557.0,225.0,114.8,3.7
baseline,maximus_gpu,13655,53.58,28.0,6557.0,225.0,107.6,3.5
baseline,maximus_gpu,13730,53.58,0.0,6557.0,225.0,109.3,3.3
baseline,maximus_gpu,13803,53.56,0.0,6557.0,225.0,105.1,2.8
baseline,maximus_gpu,13878,53.56,0.0,6557.0,225.0,108.4,2.8
baseline,maximus_gpu,13952,54.33,0.0,6557.0,225.0,107.4,3.6
baseline,maximus_gpu,14026,57.33,0.0,6557.0,225.0,107.0,3.1
baseline,maximus_gpu,14101,57.53,0.0,6557.0,225.0,109.0,3.4
baseline,maximus_gpu,14175,57.53,0.0,6557.0,225.0,104.4,3.4
baseline,maximus_gpu,14250,56.84,0.0,6557.0,225.0,113.2,3.3
baseline,maximus_gpu,14324,53.98,0.0,6557.0,225.0,103.8,2.6
baseline,maximus_gpu,14398,53.59,0.0,6557.0,225.0,106.5,2.2
baseline,maximus_gpu,14471,53.59,0.0,6557.0,225.0,110.2,3.6
baseline,maximus_gpu,14545,53.61,0.0,6557.0,225.0,111.1,3.4
baseline,maximus_gpu,14619,53.63,0.0,6557.0,225.0,106.8,3.2
baseline,maximus_gpu,14693,53.64,0.0,6557.0,225.0,104.0,2.2
baseline,maximus_gpu,14766,53.64,0.0,6557.0,225.0,107.0,2.0
baseline,maximus_gpu,14841,54.1,0.0,6557.0,225.0,104.0,2.3
baseline,maximus_gpu,14917,54.07,0.0,6557.0,225.0,110.8,3.6
baseline,maximus_gpu,14991,55.06,0.0,6557.0,225.0,111.2,3.1
baseline,maximus_gpu,15065,55.06,0.0,6557.0,225.0,111.1,3.7
baseline,maximus_gpu,15139,54.6,0.0,6557.0,225.0,108.8,3.0
baseline,maximus_gpu,15212,54.12,0.0,6557.0,225.0,108.0,1.9
baseline,maximus_gpu,15286,53.74,0.0,6557.0,225.0,107.1,1.9
baseline,maximus_gpu,15360,53.74,0.0,6557.0,225.0,104.4,1.9
baseline,maximus_gpu,15433,54.14,0.0,6557.0,225.0,105.1,1.9
baseline,maximus_gpu,15507,53.73,0.0,6557.0,225.0,103.0,1.8
baseline,maximus_gpu,15581,53.73,0.0,6557.0,225.0,103.7,1.8
baseline,maximus_gpu,15654,54.12,0.0,6557.0,225.0,109.7,1.9
baseline,maximus_gpu,15727,53.71,0.0,6557.0,225.0,106.3,1.9
baseline,maximus_gpu,15801,54.06,0.0,6557.0,225.0,108.4,1.9
baseline,maximus_gpu,15874,54.06,0.0,6557.0,225.0,106.0,1.8
baseline,maximus_gpu,15948,53.65,0.0,6557.0,225.0,108.7,1.9
baseline,maximus_gpu,16022,53.28,0.0,6557.0,225.0,110.3,3.4
baseline,maximus_gpu,16096,49.68,0.0,6557.0,225.0,108.7,3.7
baseline,maximus_gpu,16168,49.68,0.0,6557.0,225.0,108.6,3.7
baseline,maximus_gpu,16242,49.7,0.0,6557.0,225.0,113.2,3.7
baseline,maximus_gpu,16318,49.69,0.0,6557.0,225.0,111.9,3.6
baseline,maximus_gpu,16397,50.71,0.0,6557.0,225.0,110.7,3.2
baseline,maximus_gpu,16472,50.71,0.0,6557.0,225.0,109.9,3.7
baseline,maximus_gpu,16545,53.91,0.0,6557.0,225.0,110.7,3.6
baseline,maximus_gpu,16620,53.91,0.0,6557.0,225.0,109.2,3.4
baseline,maximus_gpu,16693,53.51,0.0,6557.0,225.0,108.7,3.5
baseline,maximus_gpu,16767,53.51,0.0,6557.0,225.0,107.5,2.4
baseline,maximus_gpu,16840,53.52,0.0,6557.0,225.0,106.9,3.4
baseline,maximus_gpu,16914,53.91,0.0,6557.0,225.0,110.7,3.2
baseline,maximus_gpu,16988,53.9,0.0,6557.0,225.0,110.2,3.4
baseline,maximus_gpu,17062,53.9,0.0,6557.0,225.0,108.7,3.7
baseline,maximus_gpu,17136,53.53,0.0,6557.0,225.0,106.8,2.2
baseline,maximus_gpu,17211,54.29,12.0,6557.0,225.0,113.8,3.6
baseline,maximus_gpu,17285,58.2,12.0,6557.0,225.0,111.9,3.1
baseline,maximus_gpu,17359,58.2,12.0,6557.0,225.0,109.7,3.7
baseline,maximus_gpu,17433,57.18,12.0,6557.0,225.0,112.8,3.7
baseline,maximus_gpu,17507,56.49,12.0,6557.0,225.0,109.9,3.7
baseline,maximus_gpu,17582,56.49,12.0,6557.0,225.0,108.4,3.6
baseline,maximus_gpu,17656,53.98,12.0,6557.0,225.0,110.5,3.7
baseline,maximus_gpu,17730,53.98,0.0,6557.0,225.0,114.5,3.7
baseline,maximus_gpu,17804,53.98,0.0,6557.0,225.0,111.6,3.6
baseline,maximus_gpu,17878,53.98,0.0,6557.0,225.0,104.8,2.0
baseline,maximus_gpu,17951,53.99,0.0,6557.0,225.0,105.3,1.9
baseline,maximus_gpu,18026,53.99,0.0,6557.0,225.0,109.5,3.2
baseline,maximus_gpu,18105,55.03,0.0,6557.0,225.0,111.2,3.3
baseline,maximus_gpu,18180,55.03,0.0,6557.0,225.0,108.3,3.5
baseline,maximus_gpu,18254,57.9,21.0,6557.0,225.0,116.3,3.7
baseline,maximus_gpu,18329,57.17,21.0,6557.0,225.0,111.7,3.6
baseline,maximus_gpu,18402,53.59,21.0,6557.0,225.0,106.9,2.7
baseline,maximus_gpu,18475,53.59,21.0,6557.0,225.0,107.0,2.0
baseline,maximus_gpu,18551,53.98,21.0,6557.0,225.0,105.8,1.9
baseline,maximus_gpu,18625,53.6,21.0,6557.0,225.0,106.4,1.9
baseline,maximus_gpu,18698,53.99,21.0,6557.0,225.0,107.8,2.2
baseline,maximus_gpu,18771,53.99,0.0,6557.0,225.0,110.2,3.6
baseline,maximus_gpu,18844,54.01,0.0,6557.0,225.0,108.2,3.7
baseline,maximus_gpu,18917,53.61,0.0,6557.0,225.0,110.2,3.6
baseline,maximus_gpu,18990,53.99,0.0,6557.0,225.0,107.2,2.8
baseline,maximus_gpu,19064,53.99,0.0,6557.0,225.0,104.2,1.9
baseline,maximus_gpu,19140,53.61,0.0,6557.0,225.0,110.2,3.5
baseline,maximus_gpu,19220,53.34,26.0,6557.0,225.0,112.4,3.1
baseline,maximus_gpu,19295,53.93,26.0,6557.0,225.0,112.0,3.4
baseline,maximus_gpu,19369,53.93,26.0,6557.0,225.0,107.1,3.4
baseline,maximus_gpu,19443,53.56,26.0,6557.0,225.0,110.1,3.6
baseline,maximus_gpu,19517,53.95,26.0,6557.0,225.0,106.8,2.8
baseline,maximus_gpu,19591,53.92,26.0,6557.0,225.0,104.4,1.9
baseline,maximus_gpu,19665,53.92,26.0,6557.0,225.0,106.3,1.9
baseline,maximus_gpu,19738,53.54,0.0,6557.0,225.0,105.1,1.9
baseline,maximus_gpu,19812,53.55,0.0,6557.0,225.0,110.0,2.0
baseline,maximus_gpu,19886,53.53,0.0,6557.0,225.0,107.2,3.5
baseline,maximus_gpu,19960,53.53,0.0,6557.0,225.0,111.3,3.7
baseline,maximus_gpu,20033,53.54,0.0,6557.0,225.0,106.1,3.3
baseline,maximus_gpu,20107,53.56,0.0,6557.0,225.0,107.6,3.7
baseline,maximus_gpu,20180,53.56,0.0,6557.0,225.0,103.8,2.0
baseline,maximus_gpu,20256,53.2,0.0,6557.0,225.0,112.3,2.8
baseline,maximus_gpu,20333,53.26,0.0,6557.0,225.0,111.6,3.6
baseline,maximus_gpu,20406,54.0,0.0,6557.0,225.0,110.8,3.2
baseline,maximus_gpu,20480,54.0,0.0,6557.0,225.0,111.6,3.7
baseline,maximus_gpu,20558,53.62,0.0,6557.0,225.0,109.9,3.6
baseline,maximus_gpu,20632,53.63,0.0,6557.0,225.0,110.3,3.2
baseline,maximus_gpu,20706,54.03,0.0,6557.0,225.0,105.5,2.0
