config,pl_w,sm_mhz,engine,benchmark,sf,query,storage,n_reps,min_ms,query_ms,elapsed_s,n_samples,n_steady,avg_power_w,max_power_w,avg_util,max_mem_mb,avg_sm_mhz,gpu_energy_j,cpu_energy_j,total_energy_j,status
pl900w_sm600,900,600,sirius,tpch,10,q13,cpu,46,111.0000,111.0000,10.68,147,97,125.4,145.1,76.5,96588,600,13.9247,0.0000,13.9247,OK
pl900w_sm600,900,600,sirius,tpch,10,q16,cpu,39,132.0000,132.0000,10.20,141,90,132.2,147.0,83.3,96711,600,17.4456,0.0000,17.4456,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q1,gpu,100,46.2120,46.2120,9.05,123,107,130.7,147.5,99.4,48706,600,6.0422,0.0000,6.0422,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q3,gpu,50,100.4610,100.4610,8.64,111,96,159.6,184.4,92.5,48708,600,16.0355,0.0000,16.0355,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q5,gpu,100,26.0510,26.0510,7.04,92,75,159.9,192.1,99.2,48712,600,4.1660,0.0000,4.1660,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q6,gpu,7,753.6610,753.6610,8.16,109,93,162.2,197.3,99.5,48711,600,122.2108,0.0000,122.2108,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q7,gpu,65,77.5500,77.5500,9.00,118,101,164.8,187.8,93.4,48714,600,12.7793,0.0000,12.7793,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q9,gpu,40,122.6590,122.6590,8.43,115,98,145.2,164.2,99.1,48713,600,17.8043,0.0000,17.8043,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q1,cpu,28,184.4270,184.4270,47.11,685,679,76.0,103.8,3.4,48708,600,14.0125,0.0000,14.0125,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q3,cpu,13,399.4030,399.4030,27.52,396,390,79.6,85.4,4.9,48703,600,31.7988,0.0000,31.7988,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q5,cpu,21,242.3770,242.3770,38.51,560,553,76.1,87.1,2.5,48701,600,18.4503,0.0000,18.4503,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q6,cpu,6,923.3730,923.3730,18.74,265,259,100.3,159.5,24.2,48703,600,92.6215,0.0000,92.6215,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q7,cpu,15,335.1460,335.1460,30.07,435,427,78.8,93.7,4.3,48703,600,26.4174,0.0000,26.4174,OK
pl900w_sm600,900,600,maximus,h2o,4gb,q9,cpu,33,155.8670,155.8670,53.04,771,765,81.5,85.8,9.5,48705,600,12.6971,0.0000,12.6971,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q1,gpu,100,38.0000,38.0000,9.28,128,78,103.3,117.7,70.6,96615,600,3.9238,0.0000,3.9238,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q3,gpu,35,132.0000,132.0000,12.01,166,114,113.8,147.4,36.3,96331,600,15.0231,0.0000,15.0231,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q5,gpu,100,38.0000,38.0000,9.07,125,74,126.9,150.6,72.2,96616,600,4.8228,0.0000,4.8228,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q6,gpu,91,55.0000,55.0000,10.15,139,90,127.7,144.7,80.2,96579,600,7.0240,0.0000,7.0240,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q7,gpu,49,109.0000,109.0000,12.62,173,121,119.8,149.0,40.5,96390,600,13.0528,0.0000,13.0528,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q9,gpu,43,117.0000,117.0000,10.82,150,98,125.6,147.7,74.4,96369,600,14.7007,0.0000,14.7007,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q1,cpu,100,38.0000,38.0000,9.29,128,78,103.2,117.6,70.3,96613,600,3.9219,0.0000,3.9219,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q3,cpu,38,138.0000,138.0000,12.51,173,123,115.5,144.3,37.5,96344,600,15.9358,0.0000,15.9358,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q5,cpu,100,38.0000,38.0000,9.07,124,73,126.8,150.9,72.0,96615,600,4.8194,0.0000,4.8194,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q6,cpu,91,55.0000,55.0000,10.33,142,91,127.8,144.6,79.2,96578,600,7.0301,0.0000,7.0301,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q7,cpu,47,103.0000,103.0000,11.72,160,110,122.1,151.9,43.9,96382,600,12.5784,0.0000,12.5784,OK
pl900w_sm600,900,600,sirius,h2o,4gb,q9,cpu,43,117.0000,117.0000,10.87,151,99,126.3,148.2,74.1,96370,600,14.7778,0.0000,14.7778,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q1,gpu,100,42.9120,42.9120,7.49,109,94,178.7,199.5,97.1,48709,1110,7.6664,0.0000,7.6664,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q3,gpu,100,16.0830,16.0830,5.09,72,59,182.1,228.2,95.3,48710,1110,2.9285,0.0000,2.9285,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q6,gpu,100,8.2080,8.2080,4.04,57,44,176.6,248.9,94.2,48708,1110,1.4495,0.0000,1.4495,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q9,gpu,100,42.1260,42.1260,7.92,114,100,180.8,202.1,97.1,48710,1110,7.6143,0.0000,7.6143,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q13,gpu,28,183.2800,183.2800,7.35,108,94,181.7,205.0,98.1,48711,1110,33.2957,0.0000,33.2957,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q16,gpu,100,44.0850,44.0850,6.81,100,85,145.2,157.3,95.2,48715,1110,6.4031,0.0000,6.4031,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q1,cpu,77,65.5100,65.5100,109.87,1678,1671,81.7,109.8,4.4,48710,1110,5.3535,0.0000,5.3535,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q3,cpu,100,27.5030,27.5030,166.46,2548,2542,78.7,85.5,1.6,48705,1110,2.1648,0.0000,2.1648,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q6,cpu,100,16.5520,16.5520,132.62,2029,2023,78.3,82.0,1.1,48704,1110,1.2965,0.0000,1.2965,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q9,cpu,19,274.1290,274.1290,45.95,701,694,79.3,82.2,2.3,48705,1110,21.7385,0.0000,21.7385,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q13,cpu,26,197.5460,197.5460,18.94,286,279,111.2,128.3,28.2,48705,1110,21.9588,0.0000,21.9588,OK
pl900w_sm1110,900,1110,maximus,tpch,10,q16,cpu,37,138.5850,138.5850,19.73,298,292,84.7,104.4,8.2,48708,1110,11.7332,0.0000,11.7332,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q1,gpu,52,95.0000,95.0000,11.55,170,118,143.6,186.8,64.3,96410,1110,13.6446,0.0000,13.6446,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q3,gpu,100,33.0000,33.0000,6.36,92,38,113.1,160.7,50.2,96752,1110,3.7315,0.0000,3.7315,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q6,gpu,100,5.0000,5.0000,5.19,74,22,92.2,123.5,31.0,96600,1110,0.4610,0.0000,0.4610,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q9,gpu,7,728.0000,728.0000,11.78,156,96,100.8,120.0,13.1,96405,1110,73.4067,0.0000,73.4067,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q13,gpu,80,63.0000,63.0000,10.56,145,90,156.3,191.1,69.8,96765,1110,9.8499,0.0000,9.8499,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q16,gpu,66,77.0000,77.0000,19.27,161,86,142.9,194.9,57.8,96763,1110,11.0040,0.0000,11.0040,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q1,cpu,53,95.0000,95.0000,11.70,173,82,174.9,187.9,93.7,96414,1110,16.6161,0.0000,16.6161,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q3,cpu,100,33.0000,33.0000,7.02,95,38,113.0,161.0,51.8,96752,1110,3.7293,0.0000,3.7293,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q6,cpu,100,5.0000,5.0000,5.14,74,22,92.3,122.4,30.0,96600,1110,0.4617,0.0000,0.4617,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q9,cpu,7,725.0000,725.0000,11.95,158,96,101.3,120.5,13.6,96406,1110,73.4775,0.0000,73.4775,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q13,cpu,80,63.0000,63.0000,9.54,139,87,156.1,191.5,70.0,96760,1110,9.8314,0.0000,9.8314,OK
pl900w_sm1110,900,1110,sirius,tpch,10,q16,cpu,65,77.0000,77.0000,18.52,153,59,165.5,195.9,79.0,96750,1110,12.7439,0.0000,12.7439,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q1,gpu,100,25.8120,25.8120,5.65,78,63,164.0,191.4,98.9,48713,1110,4.2331,0.0000,4.2331,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q3,gpu,79,63.7270,63.7270,7.90,109,94,211.7,241.6,87.7,48715,1110,13.4926,0.0000,13.4926,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q5,gpu,100,14.7650,14.7650,4.56,64,50,202.3,268.4,98.6,48712,1110,2.9871,0.0000,2.9871,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q6,gpu,12,425.8490,425.8490,7.27,104,88,232.0,276.6,99.6,48714,1110,98.8175,0.0000,98.8175,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q7,gpu,100,47.3520,47.3520,7.97,112,97,221.6,254.3,88.7,48715,1110,10.4940,0.0000,10.4940,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q9,gpu,72,68.5300,68.5300,7.86,114,99,204.8,230.8,98.9,48715,1110,14.0342,0.0000,14.0342,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q1,cpu,32,159.4090,159.4090,51.82,789,783,79.5,146.8,2.3,48707,1110,12.6794,0.0000,12.6794,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q3,cpu,15,353.0970,353.0970,30.13,457,451,82.7,88.0,3.3,48705,1110,29.2015,0.0000,29.2015,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q5,cpu,23,224.5570,224.5570,41.06,626,620,79.2,89.6,1.5,48703,1110,17.7883,0.0000,17.7883,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q6,cpu,9,594.4080,594.4080,22.71,341,334,108.0,158.2,17.2,48705,1110,64.1954,0.0000,64.1954,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q7,cpu,18,293.9580,293.9580,33.66,511,505,82.5,145.4,2.9,48703,1110,24.2510,0.0000,24.2510,OK
pl900w_sm1110,900,1110,maximus,h2o,4gb,q9,cpu,56,89.4590,89.4590,86.15,1314,1306,85.2,90.0,5.8,48705,1110,7.6223,0.0000,7.6223,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q1,gpu,100,22.0000,22.0000,7.49,110,56,114.6,150.6,57.7,96609,1110,2.5208,0.0000,2.5208,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q3,gpu,48,100.0000,100.0000,12.03,177,123,127.0,166.1,28.4,96390,1110,12.7020,0.0000,12.7020,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q5,gpu,100,23.0000,23.0000,7.35,107,55,144.1,195.6,62.0,96610,1110,3.3144,0.0000,3.3144,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q6,gpu,100,35.0000,35.0000,8.48,124,71,151.7,186.3,71.7,96620,1110,5.3103,0.0000,5.3103,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q7,gpu,66,76.0000,76.0000,11.97,174,118,137.9,175.6,34.4,96465,1110,10.4770,0.0000,10.4770,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q9,gpu,67,75.0000,75.0000,10.55,155,78,179.0,189.8,93.9,96474,1110,13.4213,0.0000,13.4213,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q1,cpu,100,22.0000,22.0000,7.52,111,56,115.1,150.2,57.8,96615,1110,2.5315,0.0000,2.5315,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q3,cpu,46,98.0000,98.0000,11.96,176,121,126.2,164.8,28.2,96379,1110,12.3646,0.0000,12.3646,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q5,cpu,100,23.0000,23.0000,7.41,108,55,144.2,196.1,62.0,96615,1110,3.3168,0.0000,3.3168,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q6,cpu,100,35.0000,35.0000,8.54,125,71,151.3,185.8,72.3,96619,1110,5.2940,0.0000,5.2940,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q7,cpu,61,76.0000,76.0000,11.34,164,111,136.6,175.9,34.3,96443,1110,10.3835,0.0000,10.3835,OK
pl900w_sm1110,900,1110,sirius,h2o,4gb,q9,cpu,66,75.0000,75.0000,10.57,155,77,179.7,189.7,93.6,96469,1110,13.4802,0.0000,13.4802,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q1,gpu,100,29.0650,29.0650,5.65,83,71,319.4,371.6,96.0,48708,1830,9.2838,0.0000,9.2838,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q3,gpu,100,10.7750,10.7750,4.06,59,45,312.9,398.0,94.3,48707,1830,3.3718,0.0000,3.3718,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q6,gpu,100,5.3770,5.3770,3.23,46,34,293.5,427.2,93.7,48709,1830,1.5782,0.0000,1.5782,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q9,gpu,100,27.1550,27.1550,5.87,86,71,337.1,390.6,95.8,48709,1830,9.1526,0.0000,9.1526,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q13,gpu,43,116.7480,116.7480,6.90,105,89,419.0,481.4,97.6,48711,1830,48.9191,0.0000,48.9191,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q16,gpu,100,28.6760,28.6760,4.88,74,60,278.7,325.1,92.5,48715,1830,7.9921,0.0000,7.9921,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q1,cpu,100,46.8320,46.8320,135.12,2115,2109,126.0,227.8,3.1,48708,1830,5.9011,0.0000,5.9011,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q3,cpu,100,20.2780,20.2780,164.79,2581,2573,120.6,131.0,1.1,48706,1830,2.4448,0.0000,2.4448,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q6,cpu,100,12.5450,12.5450,132.90,2080,2075,120.1,126.1,0.8,48703,1830,1.5061,0.0000,1.5061,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q9,cpu,19,262.5190,262.5190,46.42,725,718,121.7,126.6,1.5,48704,1830,31.9373,0.0000,31.9373,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q13,cpu,39,129.1360,129.1360,22.73,352,348,193.1,249.4,22.0,48705,1830,24.9388,0.0000,24.9388,OK
pl900w_sm1980,900,1980,maximus,tpch,10,q16,cpu,41,122.4900,122.4900,20.04,311,306,132.8,169.6,6.9,48707,1830,16.2654,0.0000,16.2654,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q1,gpu,76,66.0000,66.0000,11.65,174,79,334.4,360.6,92.1,96514,1830,22.0735,0.0000,22.0735,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q3,gpu,100,22.0000,22.0000,5.84,86,32,175.9,303.8,39.6,96726,1830,3.8706,0.0000,3.8706,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q6,gpu,100,3.0000,3.0000,4.98,75,21,141.9,192.4,23.0,96596,1830,0.4257,0.0000,0.4257,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q9,gpu,8,677.0000,677.0000,12.02,158,97,155.7,185.4,9.2,96431,1830,105.4014,0.0000,105.4014,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q13,gpu,100,45.0000,45.0000,8.98,126,46,339.8,380.1,92.6,96761,1830,15.2920,0.0000,15.2920,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q16,gpu,97,53.0000,53.0000,33.21,199,45,285.6,375.1,71.1,96755,1830,15.1370,0.0000,15.1370,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q1,cpu,75,66.0000,66.0000,11.50,172,117,264.7,362.0,62.4,96508,1830,17.4726,0.0000,17.4726,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q3,cpu,100,22.0000,22.0000,6.98,91,31,172.8,307.4,40.1,96740,1830,3.8007,0.0000,3.8007,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q6,cpu,100,3.0000,3.0000,5.06,75,21,141.4,194.0,20.2,96578,1830,0.4242,0.0000,0.4242,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q9,cpu,8,672.0000,672.0000,12.07,159,96,155.2,184.4,9.7,96432,1830,104.3186,0.0000,104.3186,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q13,cpu,100,45.0000,45.0000,8.35,122,46,337.7,379.3,91.5,96756,1830,15.1962,0.0000,15.1962,OK
pl900w_sm1980,900,1980,sirius,tpch,10,q16,cpu,95,53.0000,53.0000,31.95,188,46,284.8,372.1,69.8,96759,1830,15.0952,0.0000,15.0952,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q1,gpu,100,16.5690,16.5690,4.29,63,49,289.6,351.4,98.6,48707,1830,4.7984,0.0000,4.7984,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q3,gpu,87,57.1330,57.1330,7.48,111,97,338.1,373.3,87.2,48710,1830,19.3138,0.0000,19.3138,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q5,gpu,100,9.9900,9.9900,3.63,53,38,351.0,491.5,98.3,48711,1830,3.5069,0.0000,3.5069,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q6,gpu,16,330.8710,330.8710,7.14,104,89,433.1,494.4,99.6,48714,1830,143.2936,0.0000,143.2936,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q7,gpu,100,42.0650,42.0650,7.00,101,87,348.8,390.5,86.7,48715,1830,14.6719,0.0000,14.6719,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q9,gpu,100,45.6850,45.6850,7.37,110,95,426.3,483.8,98.8,48713,1830,19.4747,0.0000,19.4747,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q1,cpu,33,151.2430,151.2430,53.28,831,824,123.5,304.6,1.4,48707,1830,18.6735,0.0000,18.6735,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q3,cpu,15,345.3000,345.3000,29.89,465,459,126.0,133.3,3.1,48705,1830,43.5206,0.0000,43.5206,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q5,cpu,24,215.0790,215.0790,41.51,648,641,121.4,136.6,1.1,48704,1830,26.1009,0.0000,26.1009,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q6,cpu,11,495.9870,495.9870,24.71,381,374,170.2,239.4,14.9,48705,1830,84.4198,0.0000,84.4198,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q7,cpu,18,288.9160,288.9160,34.04,529,523,125.9,240.3,2.3,48704,1830,36.3672,0.0000,36.3672,OK
pl900w_sm1980,900,1980,maximus,h2o,4gb,q9,cpu,81,61.3390,61.3390,114.14,1785,1779,132.8,139.4,4.4,48706,1830,8.1474,0.0000,8.1474,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q1,gpu,100,14.0000,14.0000,6.61,99,46,184.8,293.3,46.2,96606,1830,2.5871,0.0000,2.5871,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q3,gpu,50,92.0000,92.0000,11.63,175,119,196.5,257.8,26.6,96399,1830,18.0818,0.0000,18.0818,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q5,gpu,100,17.0000,17.0000,6.69,101,45,238.1,385.6,52.6,96616,1830,4.0479,0.0000,4.0479,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q6,gpu,100,25.0000,25.0000,7.50,113,57,262.2,362.8,65.4,96616,1830,6.5543,0.0000,6.5543,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q7,gpu,71,71.0000,71.0000,11.68,174,119,211.0,267.1,32.6,96486,1830,14.9805,0.0000,14.9805,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q9,gpu,91,55.0000,55.0000,10.40,158,80,339.5,362.1,92.6,96579,1830,18.6702,0.0000,18.6702,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q1,cpu,100,14.0000,14.0000,6.64,100,46,190.3,296.5,45.5,96610,1830,2.6639,0.0000,2.6639,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q3,cpu,49,94.0000,94.0000,11.85,179,125,193.0,248.2,24.9,96394,1830,18.1403,0.0000,18.1403,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q5,cpu,100,17.0000,17.0000,6.74,101,46,239.6,384.7,53.1,96616,1830,4.0734,0.0000,4.0734,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q6,cpu,100,25.0000,25.0000,7.38,111,58,264.2,360.4,64.3,96613,1830,6.6062,0.0000,6.6062,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q7,cpu,67,72.0000,72.0000,11.39,169,113,209.8,271.3,32.3,96468,1830,15.1083,0.0000,15.1083,OK
pl900w_sm1980,900,1980,sirius,h2o,4gb,q9,cpu,91,55.0000,55.0000,10.55,160,81,336.7,362.0,91.9,96579,1830,18.5167,0.0000,18.5167,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q1,gpu,97,44.8200,44.8200,8.63,127,113,160.2,174.9,97.7,48709,783,7.1810,0.0000,7.1810,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q3,gpu,100,16.6400,16.6400,6.18,88,73,162.8,185.5,96.2,48708,781,2.7087,0.0000,2.7087,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q6,gpu,100,10.4250,10.4250,4.94,71,58,161.8,199.3,95.6,48708,750,1.6871,0.0000,1.6871,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q9,gpu,85,44.2820,44.2820,8.40,118,104,158.9,176.0,97.8,48711,995,7.0377,0.0000,7.0377,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q13,gpu,27,187.7140,187.7140,7.53,110,95,174.2,194.6,98.8,48713,1010,32.7069,0.0000,32.7069,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q16,gpu,100,44.1390,44.1390,6.85,101,87,144.3,157.1,95.1,48715,1104,6.3707,0.0000,6.3707,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q1,cpu,77,65.4670,65.4670,109.62,1674,1667,81.8,108.3,4.4,48710,1110,5.3521,0.0000,5.3521,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q3,cpu,100,27.4780,27.4780,166.16,2543,2535,78.6,85.2,1.6,48704,1110,2.1610,0.0000,2.1610,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q6,cpu,100,16.5100,16.5100,132.35,2026,2020,78.2,81.7,1.2,48704,1110,1.2915,0.0000,1.2915,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q9,cpu,19,280.0100,280.0100,47.08,718,712,79.3,81.8,2.3,48705,1110,22.2012,0.0000,22.2012,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q13,cpu,26,197.6360,197.6360,18.99,286,279,110.6,127.9,27.6,48706,1097,21.8514,0.0000,21.8514,OK
pl200w_sm1110,200,1110,maximus,tpch,10,q16,cpu,36,140.5090,140.5090,19.25,291,285,84.7,104.3,9.0,48708,1110,11.9034,0.0000,11.9034,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q1,gpu,46,111.0000,111.0000,11.97,177,123,133.7,168.6,66.9,96381,947,14.8394,0.0000,14.8394,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q3,gpu,100,33.0000,33.0000,6.26,90,37,112.5,161.5,51.8,96739,1110,3.7126,0.0000,3.7126,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q6,gpu,100,5.0000,5.0000,5.13,75,23,92.3,122.9,30.8,96613,1110,0.4614,0.0000,0.4614,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q9,gpu,7,742.0000,742.0000,12.09,158,97,100.4,119.7,15.0,96403,1068,74.4720,0.0000,74.4720,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q13,gpu,65,72.0000,72.0000,10.52,154,101,146.3,173.9,76.5,96754,913,10.5324,0.0000,10.5324,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q16,gpu,64,82.0000,82.0000,18.51,156,65,158.8,184.5,81.5,96757,972,13.0218,0.0000,13.0218,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q1,cpu,44,104.0000,104.0000,11.59,171,118,133.7,170.3,65.2,96374,967,13.9009,0.0000,13.9009,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q3,cpu,100,33.0000,33.0000,6.44,93,38,113.3,160.7,52.6,96762,1110,3.7373,0.0000,3.7373,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q6,cpu,100,5.0000,5.0000,5.18,75,24,93.4,122.8,30.5,96613,1110,0.4669,0.0000,0.4669,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q9,cpu,7,739.0000,739.0000,12.11,158,96,100.5,119.6,14.6,96404,1072,74.2834,0.0000,74.2834,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q13,cpu,65,69.0000,69.0000,10.46,154,100,146.0,174.2,76.0,96756,912,10.0748,0.0000,10.0748,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q16,cpu,62,82.0000,82.0000,17.66,159,101,132.8,184.5,54.2,96764,1028,10.8862,0.0000,10.8862,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q1,gpu,100,25.8390,25.8390,6.14,88,73,152.6,176.1,98.8,48707,975,3.9440,0.0000,3.9440,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q3,gpu,59,85.6650,85.6650,7.98,115,100,177.0,198.6,90.7,48709,588,15.1629,0.0000,15.1629,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q5,gpu,100,17.7390,17.7390,6.11,88,73,168.4,194.6,99.0,48706,611,2.9869,0.0000,2.9869,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q6,gpu,8,667.7420,667.7420,7.58,111,95,181.7,206.2,99.6,48709,636,121.3374,0.0000,121.3374,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q7,gpu,74,66.9510,66.9510,8.39,121,107,180.6,199.5,92.1,48709,579,12.0921,0.0000,12.0921,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q9,gpu,54,84.9410,84.9410,7.74,113,98,174.4,198.3,98.8,48709,862,14.8174,0.0000,14.8174,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q1,cpu,31,160.0450,160.0450,50.32,766,760,79.5,132.6,2.1,48703,1110,12.7214,0.0000,12.7214,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q3,cpu,14,366.3150,366.3150,28.33,430,424,82.9,88.2,4.2,48704,1092,30.3558,0.0000,30.3558,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q5,cpu,23,220.9930,220.9930,40.11,611,604,79.5,90.2,1.4,48704,1110,17.5706,0.0000,17.5706,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q6,cpu,7,791.6200,791.6200,19.95,300,294,105.7,160.8,22.5,48704,997,83.7074,0.0000,83.7074,OK
