category,engine,benchmark,sf,query,storage,n_reps,run3_ms,min_ms,status
microbench,maximus,microbench_h2o,4gb,w1_004,gpu,5,,34.1570,OK
microbench,maximus,microbench_h2o,4gb,w1_005,gpu,5,,70.1660,OK
microbench,maximus,microbench_h2o,4gb,w1_006,gpu,5,,104.8270,OK
microbench,maximus,microbench_h2o,4gb,w1_007,gpu,5,,128.5130,OK
microbench,maximus,microbench_h2o,4gb,w2_008,gpu,5,,3.0360,OK
microbench,maximus,microbench_h2o,4gb,w2_009,gpu,5,,1.4420,OK
microbench,maximus,microbench_h2o,4gb,w2_010,gpu,5,,3.8600,OK
microbench,maximus,microbench_h2o,4gb,w2_011,gpu,5,,11.5040,OK
microbench,maximus,microbench_h2o,4gb,w2_012,gpu,5,,4.0260,OK
microbench,maximus,microbench_h2o,4gb,w2_013,gpu,5,,2.5480,OK
microbench,maximus,microbench_h2o,4gb,w2_014,gpu,5,,37.0640,OK
microbench,maximus,microbench_h2o,4gb,w3_016,gpu,5,,15.5640,OK
microbench,maximus,microbench_h2o,4gb,w3_017,gpu,5,,18.0370,OK
microbench,maximus,microbench_h2o,4gb,w3_018,gpu,5,,12.2750,OK
microbench,maximus,microbench_h2o,4gb,w3_019,gpu,5,,13.2600,OK
microbench,maximus,microbench_h2o,4gb,w3_020,gpu,5,,11.0270,OK
microbench,maximus,microbench_h2o,4gb,w3_021,gpu,5,,14.2140,OK
microbench,maximus,microbench_h2o,4gb,w3_023,gpu,5,,28.0620,OK
microbench,maximus,microbench_h2o,4gb,w4_027,gpu,5,,38.6940,OK
microbench,maximus,microbench_h2o,4gb,w4_028,gpu,5,,8.0630,OK
microbench,maximus,microbench_h2o,4gb,w4_029,gpu,5,,9.9140,OK
microbench,maximus,microbench_h2o,4gb,w4_030,gpu,5,,33.5340,OK
microbench,maximus,microbench_h2o,4gb,w4_031,gpu,5,,243.3770,OK
microbench,maximus,microbench_h2o,4gb,w4_032,gpu,5,,50.0890,OK
microbench,maximus,microbench_h2o,4gb,w4_033,gpu,5,,180.2730,OK
microbench,maximus,microbench_h2o,4gb,w6_015,gpu,5,,57.0900,OK
microbench,maximus,microbench_h2o,4gb,w6_022,gpu,5,,109.8170,OK
microbench,maximus,microbench_h2o,4gb,w6_024,gpu,5,,21.3760,OK
microbench,maximus,microbench_h2o,4gb,w6_025,gpu,5,,17.2780,OK
microbench,maximus,microbench_h2o,4gb,w6_026,gpu,5,,14.9420,OK
microbench,maximus,microbench_h2o,4gb,w6_034,gpu,5,,23.6310,OK
microbench,maximus,microbench_h2o,4gb,w6_035,gpu,5,,130.7690,OK
microbench,maximus,microbench_h2o,10gb,w1_001,gpu,5,,0.3480,OK
microbench,maximus,microbench_h2o,10gb,w1_002,gpu,5,,82.0230,OK
microbench,maximus,microbench_h2o,10gb,w1_003,gpu,5,,89.2350,OK
microbench,maximus,microbench_h2o,10gb,w1_004,gpu,5,,82.0480,OK
microbench,maximus,microbench_h2o,10gb,w1_005,gpu,5,,215.6760,OK
microbench,maximus,microbench_h2o,10gb,w1_006,gpu,5,,264.4030,OK
microbench,maximus,microbench_h2o,10gb,w1_007,gpu,5,,325.4450,OK
microbench,maximus,microbench_h2o,10gb,w2_008,gpu,5,,16.1160,OK
microbench,maximus,microbench_h2o,10gb,w2_009,gpu,5,,3.5100,OK
microbench,maximus,microbench_h2o,10gb,w2_010,gpu,5,,41.9810,OK
microbench,maximus,microbench_h2o,10gb,w2_011,gpu,5,,32.1640,OK
microbench,maximus,microbench_h2o,10gb,w2_012,gpu,5,,18.9720,OK
microbench,maximus,microbench_h2o,10gb,w2_013,gpu,5,,27.5960,OK
microbench,maximus,microbench_h2o,10gb,w2_014,gpu,5,,170.3780,OK
microbench,maximus,microbench_h2o,10gb,w3_016,gpu,5,,68.1040,OK
microbench,maximus,microbench_h2o,10gb,w3_017,gpu,5,,71.2210,OK
microbench,maximus,microbench_h2o,10gb,w3_018,gpu,5,,37.2770,OK
microbench,maximus,microbench_h2o,10gb,w3_019,gpu,5,,83.3380,OK
microbench,maximus,microbench_h2o,10gb,w3_020,gpu,5,,50.2000,OK
microbench,maximus,microbench_h2o,10gb,w3_021,gpu,5,,96.4950,OK
microbench,maximus,microbench_h2o,10gb,w3_023,gpu,5,,88.3040,OK
microbench,maximus,microbench_h2o,10gb,w4_027,gpu,5,,156.7010,OK
microbench,maximus,microbench_h2o,10gb,w4_028,gpu,5,,56.0070,OK
microbench,maximus,microbench_h2o,10gb,w4_029,gpu,5,,79.5800,OK
microbench,maximus,microbench_h2o,10gb,w4_030,gpu,5,,140.9260,OK
microbench,maximus,microbench_h2o,10gb,w4_031,gpu,0,,,FAIL
microbench,maximus,microbench_h2o,10gb,w4_032,gpu,5,,77.5540,OK
microbench,maximus,microbench_h2o,10gb,w4_033,gpu,5,,252.2330,OK
microbench,maximus,microbench_h2o,10gb,w6_015,gpu,5,,161.8930,OK
microbench,maximus,microbench_h2o,10gb,w6_022,gpu,5,,315.4750,OK
microbench,maximus,microbench_h2o,10gb,w6_024,gpu,5,,52.5790,OK
microbench,maximus,microbench_h2o,10gb,w6_025,gpu,5,,42.6140,OK
microbench,maximus,microbench_h2o,10gb,w6_026,gpu,5,,36.7100,OK
microbench,maximus,microbench_h2o,10gb,w6_034,gpu,5,,56.8480,OK
microbench,maximus,microbench_h2o,10gb,w6_035,gpu,5,,368.8960,OK
microbench,maximus,microbench_clickbench,10,w1_001,gpu,5,,0.3640,OK
microbench,maximus,microbench_clickbench,10,w1_002,gpu,5,,2.4300,OK
microbench,maximus,microbench_clickbench,10,w1_003,gpu,5,,2.6110,OK
microbench,maximus,microbench_clickbench,10,w1_004,gpu,5,,5.6040,OK
microbench,maximus,microbench_clickbench,10,w1_005,gpu,5,,2.6130,OK
microbench,maximus,microbench_clickbench,10,w1_006,gpu,5,,9.5830,OK
microbench,maximus,microbench_clickbench,10,w2_007,gpu,5,,0.4920,OK
microbench,maximus,microbench_clickbench,10,w2_008,gpu,5,,0.3140,OK
microbench,maximus,microbench_clickbench,10,w2_009,gpu,5,,1.8800,OK
microbench,maximus,microbench_clickbench,10,w2_010,gpu,5,,0.4860,OK
microbench,maximus,microbench_clickbench,10,w2_018,gpu,5,,0.7410,OK
microbench,maximus,microbench_clickbench,10,w2_019,gpu,5,,0.3260,OK
microbench,maximus,microbench_clickbench,10,w3_011,gpu,5,,0.5700,OK
microbench,maximus,microbench_clickbench,10,w3_012,gpu,5,,0.5640,OK
microbench,maximus,microbench_clickbench,10,w3_013,gpu,5,,0.6040,OK
microbench,maximus,microbench_clickbench,10,w3_014,gpu,5,,1.2830,OK
microbench,maximus,microbench_clickbench,10,w3_015,gpu,5,,1.1570,OK
microbench,maximus,microbench_clickbench,10,w3_027,gpu,5,,1.8790,OK
microbench,maximus,microbench_clickbench,10,w4_021,gpu,5,,0.5790,OK
microbench,maximus,microbench_clickbench,10,w4_022,gpu,5,,0.8710,OK
microbench,maximus,microbench_clickbench,10,w4_023,gpu,5,,1.2290,OK
microbench,maximus,microbench_clickbench,10,w4_024,gpu,5,,3.0600,OK
microbench,maximus,microbench_clickbench,10,w4_025,gpu,5,,0.7450,OK
microbench,maximus,microbench_clickbench,10,w4_058,gpu,5,,2.0600,OK
microbench,maximus,microbench_clickbench,10,w6_016,gpu,5,,2.8360,OK
microbench,maximus,microbench_clickbench,10,w6_017,gpu,5,,1.3110,OK
microbench,maximus,microbench_clickbench,10,w6_018,gpu,5,,0.8560,OK
microbench,maximus,microbench_clickbench,10,w6_019,gpu,5,,0.4280,OK
microbench,maximus,microbench_clickbench,10,w6_020,gpu,5,,1.2340,OK
microbench,maximus,microbench_clickbench,10,w6_022,gpu,5,,1.0280,OK
microbench,maximus,microbench_clickbench,30,w1_001,gpu,5,,0.3350,OK
microbench,maximus,microbench_clickbench,30,w1_002,gpu,5,,7.1370,OK
microbench,maximus,microbench_clickbench,30,w1_003,gpu,5,,7.5210,OK
microbench,maximus,microbench_clickbench,30,w1_004,gpu,5,,16.1480,OK
microbench,maximus,microbench_clickbench,30,w1_005,gpu,5,,7.2390,OK
microbench,maximus,microbench_clickbench,30,w1_006,gpu,5,,27.8330,OK
microbench,maximus,microbench_clickbench,30,w2_007,gpu,5,,0.7800,OK
microbench,maximus,microbench_clickbench,30,w2_008,gpu,5,,0.7540,OK
microbench,maximus,microbench_clickbench,30,w2_009,gpu,5,,7.7780,OK
microbench,maximus,microbench_clickbench,30,w2_010,gpu,5,,0.7250,OK
microbench,maximus,microbench_clickbench,30,w2_018,gpu,5,,1.9700,OK
microbench,maximus,microbench_clickbench,30,w2_019,gpu,5,,3.8340,OK
microbench,maximus,microbench_clickbench,30,w3_011,gpu,5,,1.2940,OK
microbench,maximus,microbench_clickbench,30,w3_012,gpu,5,,1.2990,OK
microbench,maximus,microbench_clickbench,30,w3_013,gpu,5,,1.4130,OK
microbench,maximus,microbench_clickbench,30,w3_014,gpu,5,,3.2110,OK
microbench,maximus,microbench_clickbench,30,w3_015,gpu,5,,2.8160,OK
microbench,maximus,microbench_clickbench,30,w3_027,gpu,5,,5.9510,OK
microbench,maximus,microbench_clickbench,30,w4_021,gpu,5,,1.4010,OK
microbench,maximus,microbench_clickbench,30,w4_022,gpu,5,,10.1260,OK
microbench,maximus,microbench_clickbench,30,w4_023,gpu,5,,19.9420,OK
microbench,maximus,microbench_clickbench,30,w4_024,gpu,5,,61.8860,OK
microbench,maximus,microbench_clickbench,30,w4_025,gpu,5,,17.7900,OK
microbench,maximus,microbench_clickbench,30,w4_058,gpu,5,,6.7080,OK
microbench,maximus,microbench_clickbench,30,w6_016,gpu,5,,8.3480,OK
microbench,maximus,microbench_clickbench,30,w6_017,gpu,5,,3.5490,OK
microbench,maximus,microbench_clickbench,30,w6_018,gpu,5,,17.8770,OK
microbench,maximus,microbench_clickbench,30,w6_019,gpu,5,,0.9900,OK
microbench,maximus,microbench_clickbench,30,w6_020,gpu,5,,3.0300,OK
microbench,maximus,microbench_clickbench,30,w6_022,gpu,5,,2.5310,OK
microbench,maximus,microbench_clickbench,60,w1_001,gpu,5,,0.7250,OK
microbench,maximus,microbench_clickbench,60,w1_002,gpu,5,,15.9720,OK
microbench,maximus,microbench_clickbench,60,w1_003,gpu,5,,17.9240,OK
microbench,maximus,microbench_clickbench,60,w1_004,gpu,5,,49.9780,OK
microbench,maximus,microbench_clickbench,60,w1_005,gpu,5,,17.5690,OK
microbench,maximus,microbench_clickbench,60,w1_006,gpu,5,,77.6510,OK
microbench,maximus,microbench_clickbench,60,w2_007,gpu,5,,6.4030,OK
microbench,maximus,microbench_clickbench,60,w2_008,gpu,5,,13.1050,OK
microbench,maximus,microbench_clickbench,60,w2_009,gpu,5,,31.9540,OK
microbench,maximus,microbench_clickbench,60,w2_010,gpu,5,,27.2630,OK
microbench,maximus,microbench_clickbench,60,w2_018,gpu,5,,18.4720,OK
microbench,maximus,microbench_clickbench,60,w2_019,gpu,5,,33.7430,OK
microbench,maximus,microbench_clickbench,60,w3_011,gpu,5,,33.0430,OK
microbench,maximus,microbench_clickbench,60,w3_012,gpu,5,,32.9100,OK
microbench,maximus,microbench_clickbench,60,w3_013,gpu,5,,35.1940,OK
microbench,maximus,microbench_clickbench,60,w3_014,gpu,5,,43.1710,OK
microbench,maximus,microbench_clickbench,60,w3_015,gpu,5,,39.7750,OK
microbench,maximus,microbench_clickbench,60,w3_027,gpu,5,,40.0280,OK
microbench,maximus,microbench_clickbench,60,w4_021,gpu,5,,137.0020,OK
microbench,maximus,microbench_clickbench,60,w4_022,gpu,5,,90.4130,OK
microbench,maximus,microbench_clickbench,60,w4_023,gpu,5,,157.2110,OK
microbench,maximus,microbench_clickbench,60,w4_024,gpu,5,,157.9900,OK
microbench,maximus,microbench_clickbench,60,w4_025,gpu,5,,168.0440,OK
microbench,maximus,microbench_clickbench,60,w4_058,gpu,5,,62.9270,OK
microbench,maximus,microbench_clickbench,60,w6_016,gpu,5,,96.9740,OK
microbench,maximus,microbench_clickbench,60,w6_017,gpu,5,,105.5680,OK
microbench,maximus,microbench_clickbench,60,w6_018,gpu,5,,174.0150,OK
microbench,maximus,microbench_clickbench,60,w6_019,gpu,5,,51.3640,OK
microbench,maximus,microbench_clickbench,60,w6_020,gpu,5,,113.7570,OK
microbench,maximus,microbench_clickbench,60,w6_022,gpu,5,,30.5660,OK
microbench,maximus,microbench_clickbench,100,w1_001,gpu,5,,0.8530,OK
microbench,maximus,microbench_clickbench,100,w1_002,gpu,5,,28.3220,OK
microbench,maximus,microbench_clickbench,100,w1_003,gpu,5,,29.0740,OK
microbench,maximus,microbench_clickbench,100,w1_004,gpu,5,,113.1760,OK
microbench,maximus,microbench_clickbench,100,w1_005,gpu,5,,35.6720,OK
microbench,maximus,microbench_clickbench,100,w1_006,gpu,5,,177.8570,OK
microbench,maximus,microbench_clickbench,100,w2_007,gpu,5,,10.6830,OK
microbench,maximus,microbench_clickbench,100,w2_008,gpu,5,,29.1900,OK
microbench,maximus,microbench_clickbench,100,w2_009,gpu,5,,59.0580,OK
microbench,maximus,microbench_clickbench,100,w2_010,gpu,5,,64.1660,OK
microbench,maximus,microbench_clickbench,100,w2_018,gpu,5,,34.8040,OK
microbench,maximus,microbench_clickbench,100,w2_019,gpu,5,,78.4500,OK
microbench,maximus,microbench_clickbench,100,w3_011,gpu,5,,58.0770,OK
microbench,maximus,microbench_clickbench,100,w3_012,gpu,5,,55.1580,OK
microbench,maximus,microbench_clickbench,100,w3_013,gpu,5,,58.6490,OK
microbench,maximus,microbench_clickbench,100,w3_014,gpu,5,,65.8700,OK
microbench,maximus,microbench_clickbench,100,w3_015,gpu,5,,68.5690,OK
microbench,maximus,microbench_clickbench,100,w3_027,gpu,5,,67.4810,OK
microbench,maximus,microbench_clickbench,100,w4_021,gpu,5,,224.5140,OK
microbench,maximus,microbench_clickbench,100,w4_022,gpu,5,,160.7100,OK
microbench,maximus,microbench_clickbench,100,w4_023,gpu,5,,133.4090,OK
microbench,maximus,microbench_clickbench,100,w4_024,gpu,5,,477.7810,OK
microbench,maximus,microbench_clickbench,100,w4_025,gpu,5,,275.6930,OK
microbench,maximus,microbench_clickbench,100,w4_058,gpu,5,,124.6150,OK
microbench,maximus,microbench_clickbench,100,w6_016,gpu,5,,203.7990,OK
microbench,maximus,microbench_clickbench,100,w6_017,gpu,5,,191.0770,OK
microbench,maximus,microbench_clickbench,100,w6_018,gpu,5,,260.0570,OK
microbench,maximus,microbench_clickbench,100,w6_019,gpu,5,,102.8040,OK
microbench,maximus,microbench_clickbench,100,w6_020,gpu,5,,222.1370,OK
microbench,maximus,microbench_clickbench,100,w6_022,gpu,5,,75.6790,OK
