config,pl_w,sm_mhz,engine,benchmark,sf,query,storage,n_reps,run3_ms,min_ms,all_ms,status
pl200w_sm1110,200,1110,sirius,tpch,10,q3,gpu,3,33.0000,33.0000,34.0000;33.0000;33.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q6,gpu,3,6.0000,5.0000,6.0000;5.0000;6.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q9,gpu,3,761.0000,743.0000,743.0000;755.0000;761.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q13,gpu,3,81.0000,78.0000,81.0000;78.0000;81.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q16,gpu,3,92.0000,79.0000,79.0000;87.0000;92.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q1,cpu,3,115.0000,115.0000,119.0000;123.0000;115.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q3,cpu,3,33.0000,33.0000,33.0000;34.0000;33.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q6,cpu,3,5.0000,5.0000,5.0000;6.0000;5.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q9,cpu,3,754.0000,747.0000,747.0000;748.0000;754.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q13,cpu,3,79.0000,77.0000,77.0000;88.0000;79.0000,OK
pl200w_sm1110,200,1110,sirius,tpch,10,q16,cpu,3,81.0000,81.0000,86.0000;85.0000;81.0000,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q1,gpu,3,32.2420,31.1270,67.6380;31.1270;32.2420,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q3,gpu,3,90.1820,86.1280,108.4360;86.1280;90.1820,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q5,gpu,3,21.1130,21.1130,47.6520;25.3140;21.1130,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q6,gpu,3,675.0260,665.6180,665.6180;674.5110;675.0260,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q7,gpu,3,68.3330,68.2860,89.5330;68.2860;68.3330,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q9,gpu,3,95.2610,93.9490,119.2170;93.9490;95.2610,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q1,cpu,3,162.0880,162.0320,173.8020;162.0320;162.0880,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q3,cpu,3,365.4170,365.4170,380.9890;371.2070;365.4170,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q5,cpu,3,222.7250,221.8920,237.0370;221.8920;222.7250,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q6,cpu,3,801.3890,798.0200,818.7540;798.0200;801.3890,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q7,cpu,3,313.1660,306.2910,327.2620;306.2910;313.1660,OK
pl200w_sm1110,200,1110,maximus,h2o,4gb,q9,cpu,3,91.8390,91.8390,113.8710;92.5600;91.8390,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q1,gpu,3,22.0000,22.0000,22.0000;23.0000;22.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q3,gpu,3,119.0000,113.0000,113.0000;121.0000;119.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q5,gpu,3,25.0000,24.0000,24.0000;24.0000;25.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q6,gpu,3,36.0000,35.0000,36.0000;35.0000;36.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q7,gpu,3,98.0000,90.0000,90.0000;100.0000;98.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q9,gpu,3,76.0000,76.0000,76.0000;76.0000;76.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q1,cpu,3,23.0000,22.0000,22.0000;22.0000;23.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q3,cpu,3,115.0000,115.0000,130.0000;115.0000;115.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q5,cpu,3,25.0000,24.0000,24.0000;24.0000;25.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q6,cpu,3,36.0000,35.0000,35.0000;35.0000;36.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q7,cpu,3,97.0000,87.0000,94.0000;87.0000;97.0000,OK
pl200w_sm1110,200,1110,sirius,h2o,4gb,q9,cpu,3,77.0000,76.0000,76.0000;76.0000;77.0000,OK
pl300w_sm600,300,600,maximus,tpch,10,q1,gpu,3,76.0650,76.0070,85.9300;76.0070;76.0650,OK
pl300w_sm600,300,600,maximus,tpch,10,q3,gpu,3,28.2700,28.2700,40.9560;28.3090;28.2700,OK
pl300w_sm600,300,600,maximus,tpch,10,q6,gpu,3,14.5710,14.5640,16.8510;14.5640;14.5710,OK
pl300w_sm600,300,600,maximus,tpch,10,q9,gpu,3,75.1180,75.1180,94.9200;75.3610;75.1180,OK
pl300w_sm600,300,600,maximus,tpch,10,q13,gpu,3,332.4460,332.4460,347.6350;332.5220;332.4460,OK
pl300w_sm600,300,600,maximus,tpch,10,q16,gpu,3,78.4270,78.4130,97.4930;78.4130;78.4270,OK
pl300w_sm600,300,600,maximus,tpch,10,q1,cpu,3,110.3520,110.3520,123.1970;110.6110;110.3520,OK
pl300w_sm600,300,600,maximus,tpch,10,q3,cpu,3,45.0830,45.0830,74.3040;45.1730;45.0830,OK
pl300w_sm600,300,600,maximus,tpch,10,q6,cpu,3,26.5130,26.5130,29.4320;26.5200;26.5130,OK
pl300w_sm600,300,600,maximus,tpch,10,q9,cpu,3,312.4250,312.4250,332.9270;312.6230;312.4250,OK
pl300w_sm600,300,600,maximus,tpch,10,q13,cpu,3,354.3730,354.3020,369.3570;354.3020;354.3730,OK
pl300w_sm600,300,600,maximus,tpch,10,q16,cpu,3,176.7530,176.6440,197.4560;176.6440;176.7530,OK
pl300w_sm600,300,600,sirius,tpch,10,q1,gpu,3,167.0000,167.0000,171.0000;168.0000;167.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q3,gpu,3,57.0000,56.0000,56.0000;57.0000;57.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q6,gpu,3,8.0000,8.0000,8.0000;9.0000;8.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q9,gpu,3,830.0000,824.0000,824.0000;837.0000;830.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q13,gpu,3,111.0000,111.0000,111.0000;112.0000;111.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q16,gpu,3,132.0000,132.0000,132.0000;132.0000;132.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q1,cpu,3,170.0000,167.0000,167.0000;169.0000;170.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q3,cpu,3,57.0000,57.0000,57.0000;57.0000;57.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q6,cpu,3,8.0000,8.0000,9.0000;9.0000;8.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q9,cpu,3,835.0000,834.0000,848.0000;834.0000;835.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q13,cpu,3,111.0000,111.0000,111.0000;111.0000;111.0000,OK
pl300w_sm600,300,600,sirius,tpch,10,q16,cpu,3,132.0000,132.0000,133.0000;132.0000;132.0000,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q1,gpu,3,46.2790,46.2790,58.6590;46.4460;46.2790,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q3,gpu,3,100.6920,100.6920,114.1530;100.9140;100.6920,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q5,gpu,3,26.1350,26.1350,39.6120;26.2080;26.1350,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q6,gpu,3,754.0980,754.0860,780.5800;754.0860;754.0980,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q7,gpu,3,78.0640,78.0640,96.4780;78.1590;78.0640,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q9,gpu,3,124.7640,124.7640,147.1020;125.3510;124.7640,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q1,cpu,3,181.8880,181.5740,191.2300;181.5740;181.8880,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q3,cpu,3,393.5990,393.5990,406.1160;393.6520;393.5990,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q5,cpu,3,234.9590,234.9590,249.3410;235.4410;234.9590,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q6,cpu,3,924.5110,923.9520,951.7080;923.9520;924.5110,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q7,cpu,3,329.9640,329.5470,343.1610;329.5470;329.9640,OK
pl300w_sm600,300,600,maximus,h2o,4gb,q9,cpu,3,156.7500,156.7500,185.9340;157.7160;156.7500,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q1,gpu,3,38.0000,38.0000,38.0000;39.0000;38.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q3,gpu,3,141.0000,141.0000,143.0000;142.0000;141.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q5,gpu,3,38.0000,38.0000,39.0000;38.0000;38.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q6,gpu,3,56.0000,56.0000,56.0000;56.0000;56.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q7,gpu,3,108.0000,108.0000,118.0000;110.0000;108.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q9,gpu,3,119.0000,118.0000,119.0000;118.0000;119.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q1,cpu,3,39.0000,38.0000,38.0000;38.0000;39.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q3,cpu,3,141.0000,132.0000,140.0000;132.0000;141.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q5,cpu,3,38.0000,38.0000,38.0000;39.0000;38.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q6,cpu,3,56.0000,55.0000,56.0000;55.0000;56.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q7,cpu,3,109.0000,104.0000,104.0000;105.0000;109.0000,OK
pl300w_sm600,300,600,sirius,h2o,4gb,q9,cpu,3,117.0000,117.0000,118.0000;117.0000;117.0000,OK
